row,title,url,doi,domain,publisher_hint,access_group,item_kind_hint,tags,evaluation,inspiration,author_info,features,conclusions,useful_figures_data,notes
12,,,,,unknown,title_or_note_only,article_candidate,,,,高温砂岩冷却冲击热损伤及其对断裂声发射信号捕获的影响,砂岩，热冲击后的力学响应，波速、声发射，SEM，XRD,这张图用的人挺多的,,"作者信息: 高温砂岩冷却冲击热损伤及其对断裂声发射信号捕获的影响
特点: 砂岩，热冲击后的力学响应，波速、声发射，SEM，XRD
结论: 这张图用的人挺多的"
13,Effect of surface heat transfer coefficient gradient on thermal shock failure of ceramic materials under rapid cooling condition - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0272884218303961,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,沸水和水对流换热系数不同的原因,,快速冷却条件下表面传热系数梯度对陶瓷材料热冲击失效的影响,讨论了水和沸水的对流换热系数，对陶瓷复合材料的淬火后强度的影响,,,"评价: 沸水和水对流换热系数不同的原因
作者信息: 快速冷却条件下表面传热系数梯度对陶瓷材料热冲击失效的影响
特点: 讨论了水和沸水的对流换热系数，对陶瓷复合材料的淬火后强度的影响"
14,Thermal shock behavior of SiC-whisker-reinforced diboride ultrahigh-temperature ceramics - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1359646208001589,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,沸水和水对流换热系数不同的原因,,SiC晶须增强二硼化物超高温陶瓷的热冲击行为,解释了沸水和水在热冲击时的区别，（h梯度的差距可达三个数量级）可以作为重要参考,常温水和沸水淬火的区别,,"评价: 沸水和水对流换热系数不同的原因
作者信息: SiC晶须增强二硼化物超高温陶瓷的热冲击行为
特点: 解释了沸水和水在热冲击时的区别，（h梯度的差距可达三个数量级）可以作为重要参考
结论: 常温水和沸水淬火的区别"
15,Experimental studies on the effect of cyclic thermal shock and cooling methods on the mechanical properties and fracture behavior of prefabricated fissured sandstone - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0167844222003202,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,追踪/不同水温20 50 80热冲击,工作量大，单独研究了冷却介质和水温，但是没有一起比较谁的影响更严重，也没有从工程改变的难易程度和经济性上讨论,,循环热冲击和冷却方式对预制裂隙砂岩力学性能和断裂行为影响的试验研究,预制了小裂缝，400℃砂岩在空气、20 50 80水中热冲击，UCS，P波波速，循环热冲击，拟合了水温和循环次数，数值模拟研究了对流换热系数和温度的影响，计算了模拟的最大主应力,p波符合温差越大热冲击越严重的规律。第一次热冲击效果最好，超过四次循环影响不大。以杨氏模量的衰减作为损伤变量，获得水温、循环次数的拟合公式,砂岩模拟参数,"标记: 追踪/不同水温20 50 80热冲击
评价: 工作量大，单独研究了冷却介质和水温，但是没有一起比较谁的影响更严重，也没有从工程改变的难易程度和经济性上讨论
作者信息: 循环热冲击和冷却方式对预制裂隙砂岩力学性能和断裂行为影响的试验研究
特点: 预制了小裂缝，400℃砂岩在空气、20 50 80水中热冲击，UCS，P波波速，循环热冲击，拟合了水温和循环次数，数值模拟研究了对流换热系数和温度的影响，计算了模拟的最大主应力
结论: p波符合温差越大热冲击越严重的规律。第一次热冲击效果最好，超过四次循环影响不大。以杨氏模量的衰减作为损伤变量，获得水温、循环次数的拟合公式
可供参考的图和数据: 砂岩模拟参数"
16,高温花岗岩经不同冷却冲击的热裂纹特性 |国际骨折杂志 (springer.com),https://link.springer.com/article/10.1007/s10704-020-00470-2,10.1007/s10704-020-00470-2,link.springer.com,Springer,auto_pdf_candidate,article_candidate,高温花岗岩在-20 0 20℃热冲击,,,高温花岗岩遭受不同冷却冲击的热裂纹特性,,,,"标记: 高温花岗岩在-20 0 20℃热冲击
作者信息: 高温花岗岩遭受不同冷却冲击的热裂纹特性"
17,https://www.sciencedirect.com/science/article/pii/S0375650518303778?via%3Dihub,https://www.sciencedirect.com/science/article/pii/S0375650518303778?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,非常重要的参考,是热冲击CT方面非常全的论文。已经提到了热冲击边界处的破裂，但是并未研究分布的具体规律,,使用 X 射线 CT 成像和分析量化花岗岩中的热致微裂纹,25-1000℃高温花岗岩，球棍模型，等效半径 CT裂缝分析 说明600-800的损伤比较明显,,5℃/min,"标记: 非常重要的参考
评价: 是热冲击CT方面非常全的论文。已经提到了热冲击边界处的破裂，但是并未研究分布的具体规律
作者信息: 使用 X 射线 CT 成像和分析量化花岗岩中的热致微裂纹
特点: 25-1000℃高温花岗岩，球棍模型，等效半径 CT裂缝分析 说明600-800的损伤比较明显
可供参考的图和数据: 5℃/min"
18,,,,,unknown,title_or_note_only,article_candidate,,砂岩400℃以下无明显损伤，600-800明显,,循环加热-冷却处理高温砂岩热损伤及力学性能,砂岩循环热冲击的波速、力学响应，能量耗散，,砂岩在超过600℃的强度衰减不容忽视，青砂岩高温变成红色的机理,,"评价: 砂岩400℃以下无明显损伤，600-800明显
作者信息: 循环加热-冷却处理高温砂岩热损伤及力学性能
特点: 砂岩循环热冲击的波速、力学响应，能量耗散，
结论: 砂岩在超过600℃的强度衰减不容忽视，青砂岩高温变成红色的机理"
19,Evaluation of the effects of three different cooling methods on the dynamic mechanical properties of thermal-treated sandstone | Bulletin of Engineering Geology and the Environment (springer.com),https://link.springer.com/article/10.1007/s10064-022-02630-1,10.1007/s10064-022-02630-1,link.springer.com,Springer,auto_pdf_candidate,article_candidate,参考,热冲击拉应力的公式。损伤严重程度依次是：水冷、液氮、空冷。他解释为水的软化作用，而没有解释成液氮的莱顿弗罗斯特效应,,3种不同冷却方式对热处理砂岩动态力学性能的影响评价,霍普金森杆，砂岩，空冷、水、液氮热冲击，,400℃以上砂岩损伤显著恶化。提出了热冲击损伤的三个因素：1.不同膨胀系数 2.石英相变加剧不同的膨胀 3. 温度梯度导致的破裂,热冲击拉应力的公式,"标记: 参考
评价: 热冲击拉应力的公式。损伤严重程度依次是：水冷、液氮、空冷。他解释为水的软化作用，而没有解释成液氮的莱顿弗罗斯特效应
作者信息: 3种不同冷却方式对热处理砂岩动态力学性能的影响评价
特点: 霍普金森杆，砂岩，空冷、水、液氮热冲击，
结论: 400℃以上砂岩损伤显著恶化。提出了热冲击损伤的三个因素：1.不同膨胀系数 2.石英相变加剧不同的膨胀 3. 温度梯度导致的破裂
可供参考的图和数据: 热冲击拉应力的公式"
20,Experimental comparison of mechanical properties and fractal characteristics of geothermal reservoir rocks after different cooling treatments - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2352484722007612?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,对全过程热破坏的机理讨论的还可以，可以参考。但是看起来好像和上一行这一篇论文用的数据一样，损伤程度排序也是一样的，对液氮的解释也一样。,,不同冷却处理后地热储层岩石力学性能及分形特征的试验比较,400 600 800砂岩、花岗岩  空冷、水冷、液氮热冲击后，霍普金森杆动力响应。,讨论还挺细致：首先拆分成温度场影响和应力响应，温度场影响又拆分成高温和冷却两个过程分别讨论，应力场影响从不均匀热膨胀和温度梯度造成破坏两个角度讨论。最后讨论了碎片分形与加热温度的关系,,"评价: 对全过程热破坏的机理讨论的还可以，可以参考。但是看起来好像和上一行这一篇论文用的数据一样，损伤程度排序也是一样的，对液氮的解释也一样。
作者信息: 不同冷却处理后地热储层岩石力学性能及分形特征的试验比较
特点: 400 600 800砂岩、花岗岩  空冷、水冷、液氮热冲击后，霍普金森杆动力响应。
结论: 讨论还挺细致：首先拆分成温度场影响和应力响应，温度场影响又拆分成高温和冷却两个过程分别讨论，应力场影响从不均匀热膨胀和温度梯度造成破坏两个角度讨论。最后讨论了碎片分形与加热温度的关系"
21,,,,,unknown,title_or_note_only,article_candidate,,,,温度和冷却方式对花岗岩力学性能影响的试验研究：对地热开采的启示,常规花岗岩热冲击，空冷水冷 单轴压缩强度 波速,,,"作者信息: 温度和冷却方式对花岗岩力学性能影响的试验研究：对地热开采的启示
特点: 常规花岗岩热冲击，空冷水冷 单轴压缩强度 波速"
22,Experimental Investigation on Physical and Mechanical Properties of Granite Subjected to Cyclic Heating and Liquid Nitrogen Cooling | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-021-02390-6,10.1007/s00603-021-02390-6,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,只有液氮和空冷,,循环加热和液氮冷却花岗岩物理力学性能试验研究,花岗岩 循环液氮热冲击 和空冷对比，力学强度、波速、孔隙率、显微薄片下的破裂分析，用损伤变量表征破坏的强度（还是直接用热冲击处理以后的值来计算的）,,,"评价: 只有液氮和空冷
作者信息: 循环加热和液氮冷却花岗岩物理力学性能试验研究
特点: 花岗岩 循环液氮热冲击 和空冷对比，力学强度、波速、孔隙率、显微薄片下的破裂分析，用损伤变量表征破坏的强度（还是直接用热冲击处理以后的值来计算的）"
23,,,,,unknown,title_or_note_only,article_candidate,,,,水-空气组合冷却循环处理的花岗岩的力学性能和破坏特性,花岗岩热冲击，上面一半空冷下面一半水冷，循环热冲击，然后力学试验、显微镜下图片、声发射、破坏形式,,,"作者信息: 水-空气组合冷却循环处理的花岗岩的力学性能和破坏特性
特点: 花岗岩热冲击，上面一半空冷下面一半水冷，循环热冲击，然后力学试验、显微镜下图片、声发射、破坏形式"
24,Experimental investigation of the effect of quenching cycles on the physico-chemical properties of granites - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0375650521001929,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,参考，有价值,文章很长，工作量很大，手段非常规。参考对热冲击后冷却水成分的化验方法,,热冲击循环对花岗岩理化性质影响的实验研究,热冲击循环对不同风化程度的花岗岩的影响，基于波速推断E，基于核磁推断孔隙率，化验了热冲击后的冷却水的化学变化，基于孔隙率通过公式推测渗透率，还做了CT关于裂缝大小数量的分析,1. 风化程度（也就是初始孔隙率）对热冲击有很大影响；2. 循环热冲击能加快损伤（200℃要循环10-15次才有损伤，400℃第一次就损伤）,引言中提到“在经过热处理的花岗岩上用水快速冷却比缓慢冷却引起的损害更大（Isaka等人，2018;Shao等人，2014）。因此，缓慢冷却样品的渗透率在400°C时非常微弱地增加，在500°C时增加2.3倍，在600°C时增加35.6倍，而快速淬火样品的渗透率在400°C时增加2.9倍，在500°C时增加15.3倍，甚至在600°C时增加79.3倍（Jin等人，2019）”,"标记: 参考，有价值
评价: 文章很长，工作量很大，手段非常规。参考对热冲击后冷却水成分的化验方法
作者信息: 热冲击循环对花岗岩理化性质影响的实验研究
特点: 热冲击循环对不同风化程度的花岗岩的影响，基于波速推断E，基于核磁推断孔隙率，化验了热冲击后的冷却水的化学变化，基于孔隙率通过公式推测渗透率，还做了CT关于裂缝大小数量的分析
结论: 1. 风化程度（也就是初始孔隙率）对热冲击有很大影响；2. 循环热冲击能加快损伤（200℃要循环10-15次才有损伤，400℃第一次就损伤）
可供参考的图和数据: 引言中提到“在经过热处理的花岗岩上用水快速冷却比缓慢冷却引起的损害更大（Isaka等人，2018;Shao等人，2014）。因此，缓慢冷却样品的渗透率在400°C时非常微弱地增加，在500°C时增加2.3倍，在600°C时增加35.6倍，而快速淬火样品的渗透率在400°C时增加2.9倍，在500°C时增加15.3倍，甚至在600°C时增加79.3倍（Jin等人，2019）”"
25,,,,,unknown,title_or_note_only,article_candidate,,,,循环冷热处理下红砂岩损伤渗流试验研究,红砂岩  循环热冲击10次20次、力学强度、渗透测试、拟合损伤公式,,,"作者信息: 循环冷热处理下红砂岩损伤渗流试验研究
特点: 红砂岩  循环热冲击10次20次、力学强度、渗透测试、拟合损伤公式"
26,,,,,unknown,title_or_note_only,article_candidate,,,,澳大利亚Strathbogie花岗岩在地应力和温度条件下的力学行为：在地热能开采中的应用,花岗岩实时高温三轴力学试验,,,"作者信息: 澳大利亚Strathbogie花岗岩在地应力和温度条件下的力学行为：在地热能开采中的应用
特点: 花岗岩实时高温三轴力学试验"
27,实时高温和三维应力作用下花岗岩的力学性能 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160920308893?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,,实时高温三轴试验,,,特点: 实时高温三轴试验
28,On the tensile mechanical characteristics of fine-grained granite after heating/cooling treatments with different cooling rates - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0013795218317502,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,不同冷却速率下细晶粒花岗岩加热/冷却处理后的拉伸力学特性,花岗岩水、空气热冲击冷却后的巴西劈裂，研究抗拉强度、表面粗糙度,,,"作者信息: 不同冷却速率下细晶粒花岗岩加热/冷却处理后的拉伸力学特性
特点: 花岗岩水、空气热冲击冷却后的巴西劈裂，研究抗拉强度、表面粗糙度"
29,空气、水和高粘度流体冷却对加热岩石的物理和机械性能的实验研究 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2352380822000041,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,参考,研究了冷却介质的影响，我后期可以考虑直接用钻井液来进行热冲击，研究井壁周围破裂情况,,空气、水和高粘度流体冷却加热岩石物理力学性质的试验研究,花岗岩、石灰岩，在水、空气、高粘度流体热冲击后的强度,有详细的空冷水冷100-800的力学数据,,"标记: 参考
评价: 研究了冷却介质的影响，我后期可以考虑直接用钻井液来进行热冲击，研究井壁周围破裂情况
作者信息: 空气、水和高粘度流体冷却加热岩石物理力学性质的试验研究
特点: 花岗岩、石灰岩，在水、空气、高粘度流体热冲击后的强度
结论: 有详细的空冷水冷100-800的力学数据"
30,,,,,unknown,title_or_note_only,article_candidate,引用,吴师兄论文，通过模拟研究了热冲击损伤的空间分布,,冷却方法对花岗岩力学行为和热损伤分布的影响：实验与模拟,花岗岩空气、水中热冲击，巴西劈裂。200 300 400 500 600的抗拉强度  声发射和DIC   然后热冲击热力耦合模拟，分析了热冲击损伤的空间分布,,Chen等（2017）研究了升温速率对花岗岩力学行为的影响，发现5 °C/min是北山花岗岩热损伤的临界升温速率。,"标记: 引用
评价: 吴师兄论文，通过模拟研究了热冲击损伤的空间分布
作者信息: 冷却方法对花岗岩力学行为和热损伤分布的影响：实验与模拟
特点: 花岗岩空气、水中热冲击，巴西劈裂。200 300 400 500 600的抗拉强度  声发射和DIC   然后热冲击热力耦合模拟，分析了热冲击损伤的空间分布
可供参考的图和数据: Chen等（2017）研究了升温速率对花岗岩力学行为的影响，发现5 °C/min是北山花岗岩热损伤的临界升温速率。"
31,Numerical modelling of heat shock‐assisted rock fracture - Pressacco - 2020 - International Journal for Numerical and Analytical Methods in Geomechanics - Wiley Online Library,https://onlinelibrary.wiley.com/doi/full/10.1002/nag.3004,10.1002/nag.3004,onlinelibrary.wiley.com,Wiley,manual_or_institution_required,article_candidate,,数值模拟计算热冲击破裂,,热冲击辅助岩石裂缝的数值模拟,,,,"评价: 数值模拟计算热冲击破裂
作者信息: 热冲击辅助岩石裂缝的数值模拟"
32,Experimental study on mode I and mode II fracture properties of heated sandstone after two different cooling treatments - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2352380823000175,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,室温抗拉强度3MPa,,两种不同冷却处理后加热砂岩I.型和II.型断裂特性试验研究,100 300℃砂岩热冲击 水 空气，Ⅰ和Ⅱ型断裂韧度的测试,,Cui等研究了不同水冷处理后加热花岗岩的拉伸力学性能和劈裂面粗糙度，26他们建立了抗拉强度和裂面粗糙度之间的关系。,"评价: 室温抗拉强度3MPa
作者信息: 两种不同冷却处理后加热砂岩I.型和II.型断裂特性试验研究
特点: 100 300℃砂岩热冲击 水 空气，Ⅰ和Ⅱ型断裂韧度的测试
可供参考的图和数据: Cui等研究了不同水冷处理后加热花岗岩的拉伸力学性能和劈裂面粗糙度，26他们建立了抗拉强度和裂面粗糙度之间的关系。"
33,Impacts of different cooling methods on the dynamic tensile properties of thermal-treated granite - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160923001120,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,不同冷却方式对热处理花岗岩动态拉伸性能的影响,花岗岩热冲击冷却，水、液氮、空气，霍普金森杆，采用波速表征的热冲击损伤因子，,,,"作者信息: 不同冷却方式对热处理花岗岩动态拉伸性能的影响
特点: 花岗岩热冲击冷却，水、液氮、空气，霍普金森杆，采用波速表征的热冲击损伤因子，"
34,Experimental study of real-time temperature-dependent nonlinear deformation of sandstone - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0016236123019221,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,实时高温砂岩的参考文献（有空要把这些实时高温的都看一遍，和高温后试验的结果进行对比）,,砂岩实时温度随温度非线性变形试验研究,温度较低，只到150℃，但是他的参考文献有参考的价值,实时高温砂岩的参考文献,,"评价: 实时高温砂岩的参考文献（有空要把这些实时高温的都看一遍，和高温后试验的结果进行对比）
作者信息: 砂岩实时温度随温度非线性变形试验研究
特点: 温度较低，只到150℃，但是他的参考文献有参考的价值
结论: 实时高温砂岩的参考文献"
35,,,,,unknown,title_or_note_only,article_candidate,,证明实时高温的强度小于冷却后的强度,,实时高温和自然冷却后花岗岩机械性能和破碎特性的比较研究,自然冷却下的试样强度大于实时高温下的强度。,,,"评价: 证明实时高温的强度小于冷却后的强度
作者信息: 实时高温和自然冷却后花岗岩机械性能和破碎特性的比较研究
特点: 自然冷却下的试样强度大于实时高温下的强度。"
36,Pore characteristic evolution and damage deterioration of granite subjected to the thermal and cooling treatments combined with the NMR method | Bulletin of Engineering Geology and the Environment (springer.com),https://link.springer.com/article/10.1007/s10064-023-03215-2,10.1007/s10064-023-03215-2,link.springer.com,Springer,auto_pdf_candidate,article_candidate,核磁，三篇都认为水冷大于液氮大于空冷,讨论了不同表征的热冲击损伤因子之间的关系，还讨论了基于孔隙的分形维数,,花岗岩在热处理和冷却处理中结合核磁共振（NMR）方法的孔隙特征演变和损伤恶化,花岗岩水、空气、液氮热冲击，核磁研究孔隙度大小，基于波速、孔隙率建立热冲击损伤因子的表征，找到与高温、冷却介质的关系,基于波速的损伤因子计算公式,基于孔隙率的损伤因子计算公式,"标记: 核磁，三篇都认为水冷大于液氮大于空冷
评价: 讨论了不同表征的热冲击损伤因子之间的关系，还讨论了基于孔隙的分形维数
作者信息: 花岗岩在热处理和冷却处理中结合核磁共振（NMR）方法的孔隙特征演变和损伤恶化
特点: 花岗岩水、空气、液氮热冲击，核磁研究孔隙度大小，基于波速、孔隙率建立热冲击损伤因子的表征，找到与高温、冷却介质的关系
结论: 基于波速的损伤因子计算公式
可供参考的图和数据: 基于孔隙率的损伤因子计算公式"
37,Experimental study on pore characteristics evolution and rock damage mechanism of thermal-cooling treated sandstone - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0950061824026400?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,还是核磁,,热冷处理砂岩孔隙特性演化及岩石损伤机理的试验研究,核磁 电镜,,,"评价: 还是核磁
作者信息: 热冷处理砂岩孔隙特性演化及岩石损伤机理的试验研究
特点: 核磁 电镜"
38,Evaluation of pore characteristics evolution and damage mechanism of granite under thermal-cooling cycle based on nuclear magnetic resonance technology - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2949891024004718?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,是上一篇的补充,,基于核磁共振技术的花岗岩热冷却循环下孔隙特性演化及损伤机理评价,试验内容和前面那一篇相同。分析了核磁参数、孔径大小分布、孔隙率对比、还分析了基于核磁、孔径、物理强度的损伤参数,,,"评价: 是上一篇的补充
作者信息: 基于核磁共振技术的花岗岩热冷却循环下孔隙特性演化及损伤机理评价
特点: 试验内容和前面那一篇相同。分析了核磁参数、孔径大小分布、孔隙率对比、还分析了基于核磁、孔径、物理强度的损伤参数"
39,,,,,unknown,title_or_note_only,article_candidate,,可以参考对基于波速、孔隙、力学强度的损伤参数的定义,,冻融岩损伤模型及单轴压缩模拟方法研究,黄砂岩冻融循环、UCS、波速、孔隙度、能量变化、PFC模拟,,,"评价: 可以参考对基于波速、孔隙、力学强度的损伤参数的定义
作者信息: 冻融岩损伤模型及单轴压缩模拟方法研究
特点: 黄砂岩冻融循环、UCS、波速、孔隙度、能量变化、PFC模拟"
40,,,,,unknown,title_or_note_only,article_candidate,,,,基于实时CT技术的应力-水耦合对砂岩破坏的影响,实时CT，扫描了全过程的破坏特征,,,"作者信息: 基于实时CT技术的应力-水耦合对砂岩破坏的影响
特点: 实时CT，扫描了全过程的破坏特征"
41,,,,,unknown,title_or_note_only,article_candidate,下一篇论文的参考,关于花岗岩热冲击后剪切面粗糙度的研究,,水冷循环后完整花岗岩直接剪切形成的裂缝形态特征,花岗岩热冲击处理后剪切试验，剪切面粗糙度研究,,,"标记: 下一篇论文的参考
评价: 关于花岗岩热冲击后剪切面粗糙度的研究
作者信息: 水冷循环后完整花岗岩直接剪切形成的裂缝形态特征
特点: 花岗岩热冲击处理后剪切试验，剪切面粗糙度研究"
42,Investigation of the microstructural characteristics of heated sandstone by micro-computed tomography technique | Environmental Earth Sciences (springer.com),https://link.springer.com/article/10.1007/s12665-022-10514-6,10.1007/s12665-022-10514-6,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,,,显微计算机层析成像技术研究加热砂岩的微观结构特征,高温砂岩  CT，孔隙率、XRD变化、孔隙连通性,,,"作者信息: 显微计算机层析成像技术研究加热砂岩的微观结构特征
特点: 高温砂岩  CT，孔隙率、XRD变化、孔隙连通性"
43,An insight into pore-network models of high-temperature heat-treated sandstones using computed tomography - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1875510020300810,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,基于计算机断层扫描的高温热处理砂岩孔隙网络模型,高温砂岩CT，分析联通孔、孤立孔、球棍结构，对温度区间分析的比较详细,,,"作者信息: 基于计算机断层扫描的高温热处理砂岩孔隙网络模型
特点: 高温砂岩CT，分析联通孔、孤立孔、球棍结构，对温度区间分析的比较详细"
44,,,,,unknown,title_or_note_only,article_candidate,,,,温度影响下砂岩的孔隙特性及力学性能,高温砂岩压汞研究了nm级别的孔隙的尺寸分布，及分形维数，但是规律好像和um不太一样？,,,"作者信息: 温度影响下砂岩的孔隙特性及力学性能
特点: 高温砂岩压汞研究了nm级别的孔隙的尺寸分布，及分形维数，但是规律好像和um不太一样？"
