row,title,url,doi,domain,publisher_hint,access_group,item_kind_hint,tags,evaluation,inspiration,author_info,features,conclusions,useful_figures_data,notes
31,Numerical modelling of heat shock‐assisted rock fracture - Pressacco - 2020 - International Journal for Numerical and Analytical Methods in Geomechanics - Wiley Online Library,https://onlinelibrary.wiley.com/doi/full/10.1002/nag.3004,10.1002/nag.3004,onlinelibrary.wiley.com,Wiley,manual_or_institution_required,article_candidate,,数值模拟计算热冲击破裂,,热冲击辅助岩石裂缝的数值模拟,,,,"评价: 数值模拟计算热冲击破裂
作者信息: 热冲击辅助岩石裂缝的数值模拟"
32,Experimental study on mode I and mode II fracture properties of heated sandstone after two different cooling treatments - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2352380823000175,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,室温抗拉强度3MPa,,两种不同冷却处理后加热砂岩I.型和II.型断裂特性试验研究,100 300℃砂岩热冲击 水 空气，Ⅰ和Ⅱ型断裂韧度的测试,,Cui等研究了不同水冷处理后加热花岗岩的拉伸力学性能和劈裂面粗糙度，26他们建立了抗拉强度和裂面粗糙度之间的关系。,"评价: 室温抗拉强度3MPa
作者信息: 两种不同冷却处理后加热砂岩I.型和II.型断裂特性试验研究
特点: 100 300℃砂岩热冲击 水 空气，Ⅰ和Ⅱ型断裂韧度的测试
可供参考的图和数据: Cui等研究了不同水冷处理后加热花岗岩的拉伸力学性能和劈裂面粗糙度，26他们建立了抗拉强度和裂面粗糙度之间的关系。"
33,Impacts of different cooling methods on the dynamic tensile properties of thermal-treated granite - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160923001120,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,不同冷却方式对热处理花岗岩动态拉伸性能的影响,花岗岩热冲击冷却，水、液氮、空气，霍普金森杆，采用波速表征的热冲击损伤因子，,,,"作者信息: 不同冷却方式对热处理花岗岩动态拉伸性能的影响
特点: 花岗岩热冲击冷却，水、液氮、空气，霍普金森杆，采用波速表征的热冲击损伤因子，"
34,Experimental study of real-time temperature-dependent nonlinear deformation of sandstone - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0016236123019221,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,实时高温砂岩的参考文献（有空要把这些实时高温的都看一遍，和高温后试验的结果进行对比）,,砂岩实时温度随温度非线性变形试验研究,温度较低，只到150℃，但是他的参考文献有参考的价值,实时高温砂岩的参考文献,,"评价: 实时高温砂岩的参考文献（有空要把这些实时高温的都看一遍，和高温后试验的结果进行对比）
作者信息: 砂岩实时温度随温度非线性变形试验研究
特点: 温度较低，只到150℃，但是他的参考文献有参考的价值
结论: 实时高温砂岩的参考文献"
37,Experimental study on pore characteristics evolution and rock damage mechanism of thermal-cooling treated sandstone - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0950061824026400?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,还是核磁,,热冷处理砂岩孔隙特性演化及岩石损伤机理的试验研究,核磁 电镜,,,"评价: 还是核磁
作者信息: 热冷处理砂岩孔隙特性演化及岩石损伤机理的试验研究
特点: 核磁 电镜"
38,Evaluation of pore characteristics evolution and damage mechanism of granite under thermal-cooling cycle based on nuclear magnetic resonance technology - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2949891024004718?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,是上一篇的补充,,基于核磁共振技术的花岗岩热冷却循环下孔隙特性演化及损伤机理评价,试验内容和前面那一篇相同。分析了核磁参数、孔径大小分布、孔隙率对比、还分析了基于核磁、孔径、物理强度的损伤参数,,,"评价: 是上一篇的补充
作者信息: 基于核磁共振技术的花岗岩热冷却循环下孔隙特性演化及损伤机理评价
特点: 试验内容和前面那一篇相同。分析了核磁参数、孔径大小分布、孔隙率对比、还分析了基于核磁、孔径、物理强度的损伤参数"
43,An insight into pore-network models of high-temperature heat-treated sandstones using computed tomography - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1875510020300810,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,基于计算机断层扫描的高温热处理砂岩孔隙网络模型,高温砂岩CT，分析联通孔、孤立孔、球棍结构，对温度区间分析的比较详细,,,"作者信息: 基于计算机断层扫描的高温热处理砂岩孔隙网络模型
特点: 高温砂岩CT，分析联通孔、孤立孔、球棍结构，对温度区间分析的比较详细"
50,Factors affecting pore structure of granite under cyclic heating and cooling: A nuclear magnetic resonance investigation - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0375650521001589,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,研究比较深入，值得参考分析。。这篇文章对于高温下矿物的变化的描述很仔细，可以参考,我发现他们做核磁的，都会研究孔径分布、孔径分形、和基于核磁的渗透性。多次循环热冲击以后效果不明显，不是因为热破裂阻止了进一步的热冲击，这样说不合理，因为热破裂的发生会导致导热性能降低、裂缝的存在会给冷却水提供渗流通道，这都会加强热冲击破裂的程度，要解释循环热冲击造成的衰减变小，需要从别的角度解释,,循环加热和冷却作用下影响花岗岩孔隙结构的因素研究,花岗岩循环加热冷却，空气缓慢冷却、风扇空冷、20℃初始条件水冷、20℃循环冷却、75℃水冷；核磁研究孔隙率，及孔径分布，基于核磁可以推断渗透率；孔隙分形；测了波速，基于波速研究损伤。讨论了：冷却速度快慢对热冲击应力的影响；认为循环冲击产生的破碎边界会阻止热的传递，也就是阻止了进一步热冲击破坏,同样的，和范立峰引用了相同的脆性材料热冲击最大拉应力的公式，这个公式引入了考虑传热快慢的因素fβ。,,"标记: 研究比较深入，值得参考分析。。这篇文章对于高温下矿物的变化的描述很仔细，可以参考
评价: 我发现他们做核磁的，都会研究孔径分布、孔径分形、和基于核磁的渗透性。多次循环热冲击以后效果不明显，不是因为热破裂阻止了进一步的热冲击，这样说不合理，因为热破裂的发生会导致导热性能降低、裂缝的存在会给冷却水提供渗流通道，这都会加强热冲击破裂的程度，要解释循环热冲击造成的衰减变小，需要从别的角度解释
作者信息: 循环加热和冷却作用下影响花岗岩孔隙结构的因素研究
特点: 花岗岩循环加热冷却，空气缓慢冷却、风扇空冷、20℃初始条件水冷、20℃循环冷却、75℃水冷；核磁研究孔隙率，及孔径分布，基于核磁可以推断渗透率；孔隙分形；测了波速，基于波速研究损伤。讨论了：冷却速度快慢对热冲击应力的影响；认为循环冲击产生的破碎边界会阻止热的传递，也就是阻止了进一步热冲击破坏
结论: 同样的，和范立峰引用了相同的脆性材料热冲击最大拉应力的公式，这个公式引入了考虑传热快慢的因素fβ。"
51,Analysis and prediction of thermal shock in brittle materials - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1359645400000112,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,fβ的原始文献,fβ=1/(a/(L1*H1/K1)+b-c*2.71828^(-d/(L1*H1/K1)))        σtmax=fβ*E1*A1*(T0-T1)/(1-V1),,脆性材料热冲击的分析与预测,提出了计算热冲击时边界处最大拉应力的公式,,,"标记: fβ的原始文献
评价: fβ=1/(a/(L1*H1/K1)+b-c*2.71828^(-d/(L1*H1/K1)))        σtmax=fβ*E1*A1*(T0-T1)/(1-V1)
作者信息: 脆性材料热冲击的分析与预测
特点: 提出了计算热冲击时边界处最大拉应力的公式"
52,不同冷却速率下干热花岗岩渗透率演化特征对比研究 - 中国知网 (cnki.net),https://kns.cnki.net/kcms2/article/abstract?v=fCqJ37DMrBmVFLbPALmoK9Tnx-1kHB6irKuYBFHkYnrPWxE0VoKcZBkZdNq3WDFavas-d8JQvYb3mdy-Q3zqBk6iLUCCrBDcmmm0A40OQG8h6EHV66suVA==&uniplatform=NZKPT,,kns.cnki.net,CNKI,manual_or_institution_required,article_candidate,值得参考！,不同矿物的膨胀系数不同、相同矿物的不同方向膨胀系数不同、石英相变体积膨胀、金属键断裂产生微小缺陷。详情参考文章的讨论第一部分,,不同冷却速率下干热花岗岩渗透率演化特征对比研究,花岗岩热冲击、空冷下的：渗透性、显微薄片的裂缝统计、CT的体积孔隙率变化，讨论了：高温、热冲击、围压对渗透性的影响,,,"标记: 值得参考！
评价: 不同矿物的膨胀系数不同、相同矿物的不同方向膨胀系数不同、石英相变体积膨胀、金属键断裂产生微小缺陷。详情参考文章的讨论第一部分
作者信息: 不同冷却速率下干热花岗岩渗透率演化特征对比研究
特点: 花岗岩热冲击、空冷下的：渗透性、显微薄片的裂缝统计、CT的体积孔隙率变化，讨论了：高温、热冲击、围压对渗透性的影响"
53,Changes in thermomechanical properties due to air and water cooling of hot dry granite rocks under unconfined compression - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0960148121001865,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,总结了大量的空冷水冷数据文献,,无约束压缩条件下热干花岗岩空冷和水冷引起的热机械特性变化,花岗岩不同温度 空冷水冷  热冲击单轴压缩，波速、强度、显微切片统计裂缝参数。讨论中：总结了大量的空冷水冷数据，采用杨氏模量、波速作为损伤变量对破坏程度进行表征，波速对温度更敏感,,,"评价: 总结了大量的空冷水冷数据文献
作者信息: 无约束压缩条件下热干花岗岩空冷和水冷引起的热机械特性变化
特点: 花岗岩不同温度 空冷水冷  热冲击单轴压缩，波速、强度、显微切片统计裂缝参数。讨论中：总结了大量的空冷水冷数据，采用杨氏模量、波速作为损伤变量对破坏程度进行表征，波速对温度更敏感"
57,Mechanical properties of Qinling biotite granite after high temperature treatment - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160914001804,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,秦岭黑云母花岗岩高温处理后的力学性能,高温缓慢冷却后秦岭花岗岩的：波速变化、力学强度、动力学响应,,,"作者信息: 秦岭黑云母花岗岩高温处理后的力学性能
特点: 高温缓慢冷却后秦岭花岗岩的：波速变化、力学强度、动力学响应"
58,Saturated heating and quenching of three crustal rocks and implications for thermal stimulation of permeability in geothermal reservoirs - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160915300526,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,空冷、水冷 对渗透性的改变的具体参数（超级大）,,三种地壳岩石的饱和加热和淬火及其对地热储层渗透性热刺激的影响,对比了热冲击和缓慢加热下、Lanhelin花岗闪长岩、霍尔斯韦尔玄武岩、阿兰代尔流纹岩，孔隙率、声发射、显微镜SEM、渗透性,渗透性变化的差异超级大,,"评价: 空冷、水冷 对渗透性的改变的具体参数（超级大）
作者信息: 三种地壳岩石的饱和加热和淬火及其对地热储层渗透性热刺激的影响
特点: 对比了热冲击和缓慢加热下、Lanhelin花岗闪长岩、霍尔斯韦尔玄武岩、阿兰代尔流纹岩，孔隙率、声发射、显微镜SEM、渗透性
结论: 渗透性变化的差异超级大"
62,Changes in the thermodynamic properties of alkaline granite after cyclic quenching following high temperature action - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2095268621000835?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,循环热冲击/拟合了  波速/导热系数-温度-循环次数的关系,,高温作用后循环淬火后碱性花岗岩热力学性质的变化,花岗岩水中循环热冲击，处理后的波速、导热系数、UCS。讨论了热冲击破裂的原因：1.热膨胀（同种矿物不同方向的膨胀系数不同，不同矿物的膨胀系数不同）；2. 温度梯度导致的热破裂。,,,"评价: 循环热冲击/拟合了  波速/导热系数-温度-循环次数的关系
作者信息: 高温作用后循环淬火后碱性花岗岩热力学性质的变化
特点: 花岗岩水中循环热冲击，处理后的波速、导热系数、UCS。讨论了热冲击破裂的原因：1.热膨胀（同种矿物不同方向的膨胀系数不同，不同矿物的膨胀系数不同）；2. 温度梯度导致的热破裂。"
64,Thermal damage effect on the thermal conductivity inhomogeneity of granite - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160920309497?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,可引用：根据 Jansen 等人的说法，36当温度变化在很短的时间内发生时，晶间裂纹可能由另一个不同的过程引发：材料中的高温梯度。这些温度梯度通过不同的膨胀系数放大不同的膨胀效应来起作用。,,热损伤对花岗岩导热系数不均匀性的影响,花岗岩热冲击和空冷以后的平面上的导热系数分布、波速变化。拟合了孔隙率与导热系数的关系。研究了平面上导热系数的不均匀程度。推导了热损伤的公式。热冲击处理后的导热系数更小,其实我倒感觉这一点点导热系数的不均匀分布基本不影响整个的应力分布和温度分布,,"评价: 可引用：根据 Jansen 等人的说法，36当温度变化在很短的时间内发生时，晶间裂纹可能由另一个不同的过程引发：材料中的高温梯度。这些温度梯度通过不同的膨胀系数放大不同的膨胀效应来起作用。
作者信息: 热损伤对花岗岩导热系数不均匀性的影响
特点: 花岗岩热冲击和空冷以后的平面上的导热系数分布、波速变化。拟合了孔隙率与导热系数的关系。研究了平面上导热系数的不均匀程度。推导了热损伤的公式。热冲击处理后的导热系数更小
结论: 其实我倒感觉这一点点导热系数的不均匀分布基本不影响整个的应力分布和温度分布"
69,An experimental investigation on thermal damage and failure mechanical behavior of granite after exposure to different high temperature treatments - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0375650516301110?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,,,,,
70,Experimental investigation on triaxial mechanical and permeability behavior of sandstone after exposure to different high temperature treatments - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0375650517300068?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,,,,,
72,Peridynamic simulation on fracture mechanical behavior of granite containing a single fissure after thermal cycling treatment - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0266352X19304781?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,,,,,
73,Peridynamic simulation of fracture mechanical behaviour of granite specimen under real-time temperature and post-temperature treatments - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160920309394?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,,,,,
74,Numerical simulation of permeability evolution in granite after thermal treatment - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0266352X20302688?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,,,,,,,
81,Thermal properties of Central Aare granite for temperatures up to 500°C: Irreversible changes due to thermal crack formation - Kant - 2017 - Geophysical Research Letters - Wiley Online Library,https://agupubs.onlinelibrary.wiley.com/doi/10.1002/2016GL070990,10.1002/2016GL070990,agupubs.onlinelibrary.wiley.com,Wiley,manual_or_institution_required,article_candidate,,5次循环加热冷却下，导热、热扩散系数、比热容变化。（可引用：进一步的加热/冷却循环对于热性能的额外退化是无效的，因为材料现在可以膨胀到开裂的晶界中，并且热应力不足以导致进一步的开裂。）,,中阿勒花岗岩在高达500°C的温度下的热性能：由于热裂纹的形成而发生不可逆的变化,0-500℃花岗岩空冷后的导热、热扩散、热容变化。,比热容全程没什么太大变化；导热和热扩散系数在第一次循环有明显变化，后面几次基本没有明显衰减。,,"评价: 5次循环加热冷却下，导热、热扩散系数、比热容变化。（可引用：进一步的加热/冷却循环对于热性能的额外退化是无效的，因为材料现在可以膨胀到开裂的晶界中，并且热应力不足以导致进一步的开裂。）
作者信息: 中阿勒花岗岩在高达500°C的温度下的热性能：由于热裂纹的形成而发生不可逆的变化
特点: 0-500℃花岗岩空冷后的导热、热扩散、热容变化。
结论: 比热容全程没什么太大变化；导热和热扩散系数在第一次循环有明显变化，后面几次基本没有明显衰减。"
85,Thermal properties of sandstone after treatment at high temperature - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160916300338?via%3Dihub,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,可以参考高温下砂岩的热物理参数,,砂岩高温处理后的热性能,25-900℃砂岩缓慢冷却后，导热系数、热扩散系数、比热容。孔隙率与上述参数的变化关系,,,"评价: 可以参考高温下砂岩的热物理参数
作者信息: 砂岩高温处理后的热性能
特点: 25-900℃砂岩缓慢冷却后，导热系数、热扩散系数、比热容。孔隙率与上述参数的变化关系"
86,The effect of rapid cooling on the thermal diffusivity of granite - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0926985118307869,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,400℃是裂纹宽度迅速增大的阈值，是热扩散系数快速降低的阈值,,快速冷却对花岗岩热扩散率的影响,两种花岗岩不同高温水中热冲击处理不同循环，热扩散系数。讨论了：①热扩散系数和导热系数的关系；②不同矿物在不同温度下的热扩散系数；③热扩散率和晶间裂纹、晶内裂纹的关系，和裂缝宽度长度的关系，,,,"评价: 400℃是裂纹宽度迅速增大的阈值，是热扩散系数快速降低的阈值
作者信息: 快速冷却对花岗岩热扩散率的影响
特点: 两种花岗岩不同高温水中热冲击处理不同循环，热扩散系数。讨论了：①热扩散系数和导热系数的关系；②不同矿物在不同温度下的热扩散系数；③热扩散率和晶间裂纹、晶内裂纹的关系，和裂缝宽度长度的关系，"
87,Macroscopic and microscopic experimental research on granite properties after high-temperature and water-cooling cycles - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0375650521000390,,www.sciencedirect.com,ScienceDirect,manual_or_institution_required,article_candidate,,400℃阈值；第一次循环效果最明显，后面不明显,,高温水冷循环后花岗岩特性的宏观和微观实验研究,不同温度花岗岩水中循环热冲击以后的：力学强度、波速、裂纹数量密度。结论是：400℃是破坏阈值，第一次循环以后的衰减都远没有第一次大。讨论：①热破裂=不均匀膨胀+热冲击的拉应力+疲劳损伤。②基于波速表征的损伤。③多次循环效果不明显的原因归结为E的衰减和裂缝空隙的增多,,,"评价: 400℃阈值；第一次循环效果最明显，后面不明显
作者信息: 高温水冷循环后花岗岩特性的宏观和微观实验研究
特点: 不同温度花岗岩水中循环热冲击以后的：力学强度、波速、裂纹数量密度。结论是：400℃是破坏阈值，第一次循环以后的衰减都远没有第一次大。讨论：①热破裂=不均匀膨胀+热冲击的拉应力+疲劳损伤。②基于波速表征的损伤。③多次循环效果不明显的原因归结为E的衰减和裂缝空隙的增多"
