row,title,url,doi,domain,publisher_hint,access_group,item_kind_hint,tags,evaluation,inspiration,author_info,features,conclusions,useful_figures_data,notes
47,Variations in Stress Thresholds for Heated Granite Subjected to Rapid Cooling under Different Confining Pressures | Natural Resources Research (springer.com),https://link.springer.com/article/10.1007/s11053-022-10098-9,10.1007/s11053-022-10098-9,link.springer.com,Springer,auto_pdf_candidate,article_candidate,启发：在我的论文模拟中同时引入导热系数和热膨胀系数的非均质（采用同一个非均质函数，写入两个解析函数中代表热膨胀系数和导热系数）,液氮的莱顿弗罗斯特效应,,不同围压下快速冷却加热花岗岩应力阈值的变化,液氮、水热冲击处理花岗岩（25 200 400），分析不同围压下，力学强度的响应。他的结论是液氮热冲击强度低于水，理由是有莱顿弗罗斯特效应，换热不充分,模拟参考：水的温度和传热系数设定为25 °C，1000 W/（m2·K），分别（Tang 等人，2020 年）。液氮的温度和传热系数设定为−196 °C，100 W/（m2·K），分别（Tang 等人，2020 年）,,"标记: 启发：在我的论文模拟中同时引入导热系数和热膨胀系数的非均质（采用同一个非均质函数，写入两个解析函数中代表热膨胀系数和导热系数）
评价: 液氮的莱顿弗罗斯特效应
作者信息: 不同围压下快速冷却加热花岗岩应力阈值的变化
特点: 液氮、水热冲击处理花岗岩（25 200 400），分析不同围压下，力学强度的响应。他的结论是液氮热冲击强度低于水，理由是有莱顿弗罗斯特效应，换热不充分
结论: 模拟参考：水的温度和传热系数设定为25 °C，1000 W/（m2·K），分别（Tang 等人，2020 年）。液氮的温度和传热系数设定为−196 °C，100 W/（m2·K），分别（Tang 等人，2020 年）"
59,Real-Time Visual Analysis of the Microcracking Behavior of Thermally Damaged Granite Under Uniaxial Loading | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-021-02639-0,10.1007/s00603-021-02639-0,link.springer.com,Springer,auto_pdf_candidate,article_candidate,UCS的实时CT扫描,热冲击冷却后试件的UCS CT实时观察,,单轴荷载下热损伤花岗岩微裂纹行为的实时可视化分析,热冲击花岗岩的UCS实时CT研究，研究了3d孔隙、两个方向的切片二维裂缝分布，最后对比了未处理的实时CT破坏形式,,,"标记: UCS的实时CT扫描
评价: 热冲击冷却后试件的UCS CT实时观察
作者信息: 单轴荷载下热损伤花岗岩微裂纹行为的实时可视化分析
特点: 热冲击花岗岩的UCS实时CT研究，研究了3d孔隙、两个方向的切片二维裂缝分布，最后对比了未处理的实时CT破坏形式"
60,The effects of thermal treatments on the fatigue crack growth of Beishan granite: an in situ observation study | Bulletin of Engineering Geology and the Environment (springer.com),https://link.springer.com/article/10.1007/s10064-020-01966-w,10.1007/s10064-020-01966-w,link.springer.com,Springer,auto_pdf_candidate,article_candidate,新技术手段,高温处理自然冷却后，与力学试验同步的实时SEM,,热处理对北山花岗岩疲劳裂纹扩展的影响：原位观察研究,高温后的UCS、2 Hz 的正弦循环载荷。,,,"标记: 新技术手段
评价: 高温处理自然冷却后，与力学试验同步的实时SEM
作者信息: 热处理对北山花岗岩疲劳裂纹扩展的影响：原位观察研究
特点: 高温后的UCS、2 Hz 的正弦循环载荷。"
61,A Real-Time Visual Investigation on Microscopic Progressive Fatigue Deterioration of Granite Under Cyclic Loading | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-023-03326-y,10.1007/s00603-023-03326-y,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,花岗岩疲劳破坏的实时CT研究,,循环荷载作用下花岗岩微观渐进式疲劳劣化实时视觉研究,循环加卸载的实时CT,,实时高温状态下的疲劳破坏（循环加卸载）、热冲击处理后的循环加卸载？是否有人研究？,"评价: 花岗岩疲劳破坏的实时CT研究
作者信息: 循环荷载作用下花岗岩微观渐进式疲劳劣化实时视觉研究
特点: 循环加卸载的实时CT
可供参考的图和数据: 实时高温状态下的疲劳破坏（循环加卸载）、热冲击处理后的循环加卸载？是否有人研究？"
63,Study on the Effect of Sandstone Microscopic Damage and Dynamic Compressive Properties After Heat Treatment | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-021-02733-3,10.1007/s00603-021-02733-3,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,可引用：在损伤本构模型方面，大多数学者使用高温后变化的物理参数（孔隙率、波速、弹性模量、CT数、导热系数、密度和体积）来建立损伤因子（Li et al. 2021-Thermal damage effect on the thermal conductivity inhomogeneity of granite）,,热处理后砂岩微观损伤及动态压缩性能研究,砂岩（20-1000）高温处理后，XRD分析成分变化、核磁分析孔隙率变化，霍普金森杆分析动态应力相关分析,这句可以用在论文中,,"评价: 可引用：在损伤本构模型方面，大多数学者使用高温后变化的物理参数（孔隙率、波速、弹性模量、CT数、导热系数、密度和体积）来建立损伤因子（Li et al. 2021-Thermal damage effect on the thermal conductivity inhomogeneity of granite）
作者信息: 热处理后砂岩微观损伤及动态压缩性能研究
特点: 砂岩（20-1000）高温处理后，XRD分析成分变化、核磁分析孔隙率变化，霍普金森杆分析动态应力相关分析
结论: 这句可以用在论文中"
65,Effect of Mechanical Damage on the Thermal Conductivity of Granite | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-019-01956-9,10.1007/s00603-019-01956-9,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,力学损伤会导致导热性降低,,机械损伤对花岗岩导热系数的影响,花岗岩循环加卸载处理后，测试导热性：力学损伤导致导热性降低、不均匀性增加。饱和条件下导热性大于不饱和,,,"评价: 力学损伤会导致导热性降低
作者信息: 机械损伤对花岗岩导热系数的影响
特点: 花岗岩循环加卸载处理后，测试导热性：力学损伤导致导热性降低、不均匀性增加。饱和条件下导热性大于不饱和"
66,Effect of thermal damage on mechanical and permeability properties of sandstone | Arabian Journal of Geosciences (springer.com),https://link.springer.com/article/10.1007/s12517-021-08098-9,10.1007/s12517-021-08098-9,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,,,热损伤对砂岩力学和渗透性能的影响,高温砂岩处理后，波速、UCS、三轴渗透实验,200以前强度增强渗透性减小，400-600渗透性急剧增加,,"作者信息: 热损伤对砂岩力学和渗透性能的影响
特点: 高温砂岩处理后，波速、UCS、三轴渗透实验
结论: 200以前强度增强渗透性减小，400-600渗透性急剧增加"
67,Effect of Thermal Treatment on the Physical and Mechanical Properties of Sandstone: Insights from Experiments and Simulations | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-022-02791-1,10.1007/s00603-022-02791-1,link.springer.com,Springer,auto_pdf_candidate,article_candidate,重要参考两个表：1 热处理后岩石强度的研究；2 砂岩不同矿物的详细模拟参数,砂岩由青变红；400℃是砂岩力学强度衰减的临界值；给了石英、长石、粘土矿物的各种模拟参数，进行了非均质模拟,,热处理对砂岩物理机械性能的影响：来自实验和模拟的见解,高温处理后的砂岩压缩试验。推导建立了损伤模型，采用comsol with matlab进行模拟。,采用Knuth-Durstenfeld 随机算法来表征考虑矿物成分的岩石非均质性（Yang 等人，2020 年：https://www.sciencedirect.com/science/article/pii/S1365160920309394?via%3Dihub；https://www.sciencedirect.com/science/article/pii/S0266352X19304781?via%3Dihub）,砂岩不同矿物的模拟参数,"标记: 重要参考两个表：1 热处理后岩石强度的研究；2 砂岩不同矿物的详细模拟参数
评价: 砂岩由青变红；400℃是砂岩力学强度衰减的临界值；给了石英、长石、粘土矿物的各种模拟参数，进行了非均质模拟
作者信息: 热处理对砂岩物理机械性能的影响：来自实验和模拟的见解
特点: 高温处理后的砂岩压缩试验。推导建立了损伤模型，采用comsol with matlab进行模拟。
结论: 采用Knuth-Durstenfeld 随机算法来表征考虑矿物成分的岩石非均质性（Yang 等人，2020 年：https://www.sciencedirect.com/science/article/pii/S1365160920309394?via%3Dihub；https://www.sciencedirect.com/science/article/pii/S0266352X19304781?via%3Dihub）
可供参考的图和数据: 砂岩不同矿物的模拟参数"
71,An Experimental Study of Effect of High Temperature on the Permeability Evolution and Failure Response of Granite Under Triaxial Compression | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-019-01982-7,10.1007/s00603-019-01982-7,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,,,,,,,
75,Influence of stress and high-temperature treatment on the permeability evolution behavior of sandstone | Acta Mechanica Sinica (springer.com),https://link.springer.com/article/10.1007/s10409-018-0824-6,10.1007/s10409-018-0824-6,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,,,应力和高温处理对砂岩渗透演化行为的影响,,,,作者信息: 应力和高温处理对砂岩渗透演化行为的影响
76,Structural properties and failure characteristics of granite after thermal treatment and water cooling | Geomechanics and Geophysics for Geo-Energy and Geo-Resources (springer.com),https://link.springer.com/article/10.1007/s40948-023-00716-y,10.1007/s40948-023-00716-y,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,启发：温度越高，对花岗岩的损伤越大，在这基础上进行热冲击，造成的热冲击破坏越严重（1.高温导致整体导热系数降低，2.水能从表面裂缝进去提高换热能力）,,花岗岩热处理水冷后的结构性质及破坏特征,花岗岩不同高温热冲击冷却后：CT分析了不同直径的孔占比的演变；不同温度的XRD成分演变；UCS和AE分析；能量变化（形变与耗散能）分析，提出了基于能量的损伤因子；讨论了高温下石英相变、讨论了不同破坏形式的占比,,,"评价: 启发：温度越高，对花岗岩的损伤越大，在这基础上进行热冲击，造成的热冲击破坏越严重（1.高温导致整体导热系数降低，2.水能从表面裂缝进去提高换热能力）
作者信息: 花岗岩热处理水冷后的结构性质及破坏特征
特点: 花岗岩不同高温热冲击冷却后：CT分析了不同直径的孔占比的演变；不同温度的XRD成分演变；UCS和AE分析；能量变化（形变与耗散能）分析，提出了基于能量的损伤因子；讨论了高温下石英相变、讨论了不同破坏形式的占比"
77,Tensile Properties and Damage Evolution Laws of Granite After High- and Low-Temperature Cycles | Natural Resources Research (springer.com),https://link.springer.com/article/10.1007/s11053-022-10025-y,10.1007/s11053-022-10025-y,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,多次循环后破坏幅度衰减,,花岗岩高低温循环后的拉伸性能及损伤演化规律,600℃高温花岗岩循环液氮热冲击：P波波速、核磁孔隙率、巴西劈裂强度和声发射。,多次循环后破坏效果衰减的问题：在600 °C处理下，花岗岩的损伤程度并未随处理次数的增加而呈线性下降，而是在一定程度上得到缓解。Zhang等人（2021）认为，温度效应导致岩石内部孔隙变大，从而提高了岩石适应热变形的能力，导致热应力水平下降。,,"评价: 多次循环后破坏幅度衰减
作者信息: 花岗岩高低温循环后的拉伸性能及损伤演化规律
特点: 600℃高温花岗岩循环液氮热冲击：P波波速、核磁孔隙率、巴西劈裂强度和声发射。
结论: 多次循环后破坏效果衰减的问题：在600 °C处理下，花岗岩的损伤程度并未随处理次数的增加而呈线性下降，而是在一定程度上得到缓解。Zhang等人（2021）认为，温度效应导致岩石内部孔隙变大，从而提高了岩石适应热变形的能力，导致热应力水平下降。"
78,Experimental investigation on the influence on mechanical properties and acoustic emission characteristics of granite after heating and water-cooling cycles | Geomechanics and Geophysics for Geo-Energy and Geo-Resources (springer.com),https://link.springer.com/article/10.1007/s40948-023-00627-y,10.1007/s40948-023-00627-y,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,三次热冲击循环以后，循环次数增加，损伤程度的增幅减弱,,加热和水冷循环后对花岗岩力学性能和声发射特性影响的试验研究,400℃花岗岩循环水中热冲击：质量、体积、P波、UCS、AE、破坏形式、,全过程的损伤是高温——热冲击——循环 三者叠加产生的,,"评价: 三次热冲击循环以后，循环次数增加，损伤程度的增幅减弱
作者信息: 加热和水冷循环后对花岗岩力学性能和声发射特性影响的试验研究
特点: 400℃花岗岩循环水中热冲击：质量、体积、P波、UCS、AE、破坏形式、
结论: 全过程的损伤是高温——热冲击——循环 三者叠加产生的"
79,Experimental investigations on the tensile behaviour of granite after heating and water-cooling treatment | Bulletin of Engineering Geology and the Environment (springer.com),https://link.springer.com/article/10.1007/s10064-021-02284-5,10.1007/s10064-021-02284-5,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,,,花岗岩加热水冷处理后拉伸行为的试验研究,25、200-600水冷花岗岩热冲击后的巴西劈裂抗拉强度。,,,"作者信息: 花岗岩加热水冷处理后拉伸行为的试验研究
特点: 25、200-600水冷花岗岩热冲击后的巴西劈裂抗拉强度。"
82,https://link.springer.com/article/10.1007/s40948-022-00388-0,https://link.springer.com/article/10.1007/s40948-022-00388-0,10.1007/s40948-022-00388-0,link.springer.com,Springer,auto_pdf_candidate,article_candidate,内容很多，等获取全文以后再仔细分析,循环热冲击后  三轴试验,,循环热冲击对三轴压缩下花岗岩力学行为的影响,不同温度循环热冲击后，XRD、电镜、声发射、三轴力学强度、破坏形式。详细讨论了围压、循环次数、温度对抗压强度的影响,,,"标记: 内容很多，等获取全文以后再仔细分析
评价: 循环热冲击后  三轴试验
作者信息: 循环热冲击对三轴压缩下花岗岩力学行为的影响
特点: 不同温度循环热冲击后，XRD、电镜、声发射、三轴力学强度、破坏形式。详细讨论了围压、循环次数、温度对抗压强度的影响"
83,The role of multiple heating and water cooling cycles on physical and mechanical responses of granite rocks | Geomechanics and Geophysics for Geo-Energy and Geo-Resources (springer.com),https://link.springer.com/article/10.1007/s40948-021-00267-0,10.1007/s40948-021-00267-0,link.springer.com,Springer,auto_pdf_candidate,article_candidate,和上面一篇差不多，区别一个单轴一个三轴,循环热冲击后 单轴压缩,,多次加热和水冷循环对花岗岩岩石物理力学响应的作用,循环热冲击后，单轴强度、XRD、AE,,,"标记: 和上面一篇差不多，区别一个单轴一个三轴
评价: 循环热冲击后 单轴压缩
作者信息: 多次加热和水冷循环对花岗岩岩石物理力学响应的作用
特点: 循环热冲击后，单轴强度、XRD、AE"
84,变热循环后砂岩物理力学性能试验研究 |工程地质与环境通报 (springer.com),https://link.springer.com/article/10.1007/s10064-020-01779-x,10.1007/s10064-020-01779-x,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,高于400℃，砂岩的各项指标才有明显衰减///室温抗拉强度5MPa////砂岩导热系数,,不同温度循环热冲击下砂岩的物理力学性质,100-600水冷热冲击砂岩的：抗拉强度、颜色变化、导热系数变化、波速变化。,高温下各种矿物的线膨胀系数参考图,,"评价: 高于400℃，砂岩的各项指标才有明显衰减///室温抗拉强度5MPa////砂岩导热系数
作者信息: 不同温度循环热冲击下砂岩的物理力学性质
特点: 100-600水冷热冲击砂岩的：抗拉强度、颜色变化、导热系数变化、波速变化。
结论: 高温下各种矿物的线膨胀系数参考图"
88,Influence of multiple porous structure evolution on physical–mechanical properties and damage mechanism of sandstone heated continuously/periodically with the identical heating time | Bulletin of Engineering Geology and the Environment (springer.com),https://link.springer.com/article/10.1007/s10064-022-03020-3,10.1007/s10064-022-03020-3,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,可引用：600 °C处理后水冷组与空冷组组合样品之间的差异是由热冲击引起的。热冲击更容易形成表面裂纹，这为冷却介质的浸泡提供了有利的通道。水沿着间隙深入试样，并继续在轨道中进行快速的热交换。,,多孔结构演化对连续/定期加热且加热时间相同的砂岩物理力学性能和损伤机理的影响,两种方式的加热（200-800）循环5次以后，UCS、BTS、AE、核磁、,,,"评价: 可引用：600 °C处理后水冷组与空冷组组合样品之间的差异是由热冲击引起的。热冲击更容易形成表面裂纹，这为冷却介质的浸泡提供了有利的通道。水沿着间隙深入试样，并继续在轨道中进行快速的热交换。
作者信息: 多孔结构演化对连续/定期加热且加热时间相同的砂岩物理力学性能和损伤机理的影响
特点: 两种方式的加热（200-800）循环5次以后，UCS、BTS、AE、核磁、"
91,花岗岩实时高温和自然冷却后力学性能及碰撞特性的比较研究 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-023-03380-6,10.1007/s00603-023-03380-6,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,实时高温和缓慢冷却处理下的动力学响应参数,,,实时、高温后、动力学参数差异,,,"评价: 实时高温和缓慢冷却处理下的动力学响应参数
特点: 实时、高温后、动力学参数差异"
96,高温处理后花岗岩的物理机械性能 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-019-01919-0,10.1007/s00603-019-01919-0,link.springer.com,Springer,auto_pdf_candidate,article_candidate,被引108次,高温处理后的花岗岩的力学性能以及常规分析,,,东西做的很全，可以用来当参考文献,,,"标记: 被引108次
评价: 高温处理后的花岗岩的力学性能以及常规分析
特点: 东西做的很全，可以用来当参考文献"
97,高温对花岗岩热性能的影响 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-019-1733-0,10.1007/s00603-019-1733-0,link.springer.com,Springer,auto_pdf_candidate,article_candidate,孙强,高温缓慢冷却后测得导热参数及波速,,,导热系数变化的的参考文献,,,"标记: 孙强
评价: 高温缓慢冷却后测得导热参数及波速
特点: 导热系数变化的的参考文献"
104,Experimental study on permeability and porosity evolution of host rock with varying damage degrees in excavation damaged area under real-time ultra-high temperature and triaxial stress/seepage pressure condition | Bulletin of Engineering Geology and the Environment (springer.com),https://link.springer.com/article/10.1007/s10064-021-02408-x,10.1007/s10064-021-02408-x,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,通过三轴预加载获得了不同损伤程度的试件，然后在这基础上再进行渗透实验，这种思路可以借鉴,,实时超高温三轴应力/渗压条件下开挖破坏区不同破坏程度围岩渗透率和孔隙度演化试验研究,通过预三轴加载，获得了不同破坏程度的试件，然后进行渗透测试，获得了不同温度、渗透压下的渗透性,,,"评价: 通过三轴预加载获得了不同损伤程度的试件，然后在这基础上再进行渗透实验，这种思路可以借鉴
作者信息: 实时超高温三轴应力/渗压条件下开挖破坏区不同破坏程度围岩渗透率和孔隙度演化试验研究
特点: 通过预三轴加载，获得了不同破坏程度的试件，然后进行渗透测试，获得了不同温度、渗透压下的渗透性"
105,Damage deterioration mechanism and damage constitutive modelling of red sandstone under cyclic thermal-cooling treatments | Archives of Civil and Mechanical Engineering (springer.com),https://link.springer.com/article/10.1007/s43452-022-00505-6,10.1007/s43452-022-00505-6,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,循环次数增加，峰值强度线性降低（和前面的有出入），温度越高，循环后的降幅越大,,循环热冷处理下红砂岩损伤劣化机理及损伤本构模型,循环热冲击下砂岩的UCS、破坏形式、声发射。讨论了损伤本构模型,,,"评价: 循环次数增加，峰值强度线性降低（和前面的有出入），温度越高，循环后的降幅越大
作者信息: 循环热冷处理下红砂岩损伤劣化机理及损伤本构模型
特点: 循环热冲击下砂岩的UCS、破坏形式、声发射。讨论了损伤本构模型"
107,Heat-capacity measurements of sandstone at high temperatures | Geomechanics and Geophysics for Geo-Energy and Geo-Resources (springer.com),https://link.springer.com/article/10.1007/s40948-018-0099-1?utm_source=xmol&utm_medium=affiliate&utm_content=meta&utm_campaign=DDCN_1_GL01_metadata,10.1007/s40948-018-0099-1,link.springer.com,Springer,auto_pdf_candidate,article_candidate,,等获取全文以后补充完整,,高温砂岩热容测量,,,,"评价: 等获取全文以后补充完整
作者信息: 高温砂岩热容测量"
