sheet,row,title,url,domain,doi,doi_source,sciencedirect_pii,needs_external_lookup
Sheet1,37,Changes in mechanical properties and fracture behaviors of heated marble subjected to liquid nitrogen cooling - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0013794422000236?via%3Dihub,www.sciencedirect.com,,,S0013794422000236,yes
Sheet1,38,Experimental Evaluation of Physical and Mechanical Properties of Geothermal Reservoir Rock after Different Cooling Treatments | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-020-02200-5,link.springer.com,10.1007/s00603-020-02200-5,url_or_title,,no
Sheet1,39,Effects of rapid cooling treatment on heated sandstone: a comparison between water and liquid nitrogen cooling | Bulletin of Engineering Geology and the Environment (springer.com),https://link.springer.com/article/10.1007/s10064-019-01571-6,link.springer.com,10.1007/s10064-019-01571-6,url_or_title,,no
Sheet1,40,Cryogenic quenching of rock using liquid nitrogen as a coolant: Investigation of surface effects - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0017931017325954,www.sciencedirect.com,,,S0017931017325954,yes
Sheet1,41,Regulated transient pool boiling of water during quenching on nanostructured surfaces with modified wettability from superhydrophilic to superhydrophobic - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0017931014003305,www.sciencedirect.com,,,S0017931014003305,yes
Sheet1,42,Waterless fracturing technologies for unconventional reservoirs-opportunities for liquid nitrogen - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1875510016305996,www.sciencedirect.com,,,S1875510016305996,yes
Sheet1,43,液氮超低温诱导岩石类材料裂缝形成机制研究 (whrsm.ac.cn),http://rockmech.whrsm.ac.cn/CN/abstract/abstract31955.shtml,rockmech.whrsm.ac.cn,,,,yes
Sheet1,44,Effect of Rapid Thermal Cooling on Mechanical Rock Properties | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-013-0523-3,link.springer.com,10.1007/s00603-013-0523-3,url_or_title,,no
Sheet1,45,https://www.sciencedirect.com/science/article/pii/S0960148121011435?via%3Dihub#bib46,https://www.sciencedirect.com/science/article/pii/S0960148121011435?via%3Dihub,www.sciencedirect.com,,,S0960148121011435,yes
Sheet1,46,热损伤环面花岗岩失效模式的尺寸效应 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160923000059,www.sciencedirect.com,,,S1365160923000059,yes
Sheet1,47,Impact of cooling rate on mechanical properties and failure mechanism of sandstone under thermal–mechanical coupling effect | International Journal of Coal Science & Technology (springer.com),https://link.springer.com/article/10.1007/s40789-023-00584-7,link.springer.com,10.1007/s40789-023-00584-7,url_or_title,,no
Sheet1,48,Mechanical Properties and Crack Propagation Behavior of Granite After High Temperature Treatment Based on a Thermo-Mechanical Grain-Based Model | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-023-03408-x,link.springer.com,10.1007/s00603-023-03408-x,url_or_title,,no
Sheet1,49,基于CT-GBM数值模拟的高温花岗岩微开裂行为及损伤机理 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0266352X23001428,www.sciencedirect.com,,,S0266352X23001428,yes
Sheet1,50,Multiscale damage and thermal-stress evolution characteristics of rocks with thermal storage potential under thermal shocks - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2352152X24002159,www.sciencedirect.com,,,S2352152X24002159,yes
Sheet1,51,Numerical modelling of heat shock‐assisted rock fracture - Pressacco - 2020 - International Journal for Numerical and Analytical Methods in Geomechanics - Wiley Online Library,https://onlinelibrary.wiley.com/doi/full/10.1002/nag.3004,onlinelibrary.wiley.com,10.1002/nag.3004,url_or_title,,no
Sheet1,52,An investigation on the deterioration of physical and mechanical properties of granite after cyclic thermal shock - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0375650521002091,www.sciencedirect.com,,,S0375650521002091,yes
Sheet1,53,Effect of high temperature on mode-I fracture toughness of granite subjected to liquid nitrogen cooling - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0013794421002745?via%3Dihub,www.sciencedirect.com,,,S0013794421002745,yes
Sheet1,54,液氮冷冲击作用下高温花岗岩的损伤评价与统计本构模型 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-022-02779-x,link.springer.com,10.1007/s00603-022-02779-x,url_or_title,,no
Sheet1,55,Effect of liquid nitrogen cooling on mechanical characteristics and fracture morphology of layer coal under Brazilian splitting test - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S136516092100407X?via%3Dihub,www.sciencedirect.com,,,S136516092100407X,yes
Sheet1,57,Study on Fracture Surface Damage and Fluid Flow Characteristics of Hot Dry Rock with Different Failure Modes under Repeated Thermal Shock | Rock Mechanics and Rock Engineering (springer.com),https://link.springer.com/article/10.1007/s00603-023-03526-6?utm_source=xmol&utm_medium=affiliate&utm_content=meta&utm_campaign=DDCN_1_GL01_metadata,link.springer.com,10.1007/s00603-023-03526-6,url_or_title,,no
Sheet1,58,Quantitative visualization and characteristics of gas flow in 3D pore-fracture system of tight rock based on Lattice Boltzmann simulation - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1875510021000743?via%3Dihub,www.sciencedirect.com,,,S1875510021000743,yes
Sheet1,59,https://www.sciencedirect.com/science/article/pii/S0375650522000530#bib0109,https://www.sciencedirect.com/science/article/pii/S0375650522000530,www.sciencedirect.com,,,S0375650522000530,yes
Sheet1,60,https://www.sciencedirect.com/science/article/pii/S2214509523007817,https://www.sciencedirect.com/science/article/pii/S2214509523007817,www.sciencedirect.com,,,S2214509523007817,yes
Sheet1,61,Experimental investigation on mechanical properties and permeability evolution of red sandstone after heat treatments | Journal of Zhejiang University-SCIENCE A (springer.com),https://link.springer.com/article/10.1631/jzus.A1400362,link.springer.com,10.1631/jzus.A1400362,url_or_title,,no
Sheet1,62,"Investigation on pore structure characteristics of ultra-tight sandstone reservoirs in the upper Triassic Xujiahe Formation of the northern Sichuan Basin, China - ScienceDirect",https://www.sciencedirect.com/science/article/pii/S0264817222000307,www.sciencedirect.com,,,S0264817222000307,yes
Sheet1,63,裂缝表面粗糙度在裂隙岩石中宏观流体流动和传热中的作用 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160916300879,www.sciencedirect.com,,,S1365160916300879,yes
Sheet1,64,考虑粗壁裂缝的增强型地热系统采热性能的数值评估 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0960148122002099,www.sciencedirect.com,,,S0960148122002099,yes
Sheet1,65,使用不同冷却介质进行热处理后花岗岩的物理力学性能 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1674775524005146,www.sciencedirect.com,,,S1674775524005146,yes
Sheet1,66,液氮冷却后加热花岗岩的物理力学性能和微观结构演化模式研究 |地质力学和地质物理学,https://link.springer.com/article/10.1007/s40948-023-00720-2,link.springer.com,10.1007/s40948-023-00720-2,url_or_title,,no
Sheet1,67,液氮冷却状态对煤机械性能和压裂特性的影响 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-022-02851-6,link.springer.com,10.1007/s00603-022-02851-6,url_or_title,,no
Sheet1,68,"Metamorphic geothermal reservoir characterisation—A case study in the Jinlun geothermal area, Taitung, Taiwan - ScienceDirect",https://www.sciencedirect.com/science/article/pii/S0375650517302390,www.sciencedirect.com,,,S0375650517302390,yes
Sheet1,69,"The reservoir characteristics and their significance for deliverability in metamorphic granite buried hill: a case study from the JZS oil field in the Liaodong Bay Basin, NE China | Arabian Journal of Geosciences (springer.com)",https://link.springer.com/article/10.1007/s12517-019-4823-0?utm_source=xmol&utm_medium=affiliate&utm_content=meta&utm_campaign=DDCN_1_GL01_metadata,link.springer.com,10.1007/s12517-019-4823-0,url_or_title,,no
Sheet1,70,Fault and fracture network characterization using seismic data: a study based on neural network models assessment | Geomechanics and Geophysics for Geo-Energy and Geo-Resources (springer.com),https://link.springer.com/article/10.1007/s40948-022-00352-y?utm_source=xmol&utm_medium=affiliate&utm_content=meta&utm_campaign=DDCN_1_GL01_metadata,link.springer.com,10.1007/s40948-022-00352-y,url_or_title,,no
Sheet1,71,Seismic prediction method of multiscale fractured reservoir | Applied Geophysics (springer.com),https://link.springer.com/article/10.1007/s11770-018-0667-8,link.springer.com,10.1007/s11770-018-0667-8,url_or_title,,no
Sheet1,72,全文阅读--XML全文阅读--中国知网 (cnki.net),https://kns.cnki.net/KXReader/Detail?invoice=Ze5jysWNmCyhq%2FexYlmtcpAx%2B4PZoYA8QHiPCLzN57bFYNocgmO%2BQeSE59FSeSlE0qdoD8bIifDGc3sttfB%2BZsUHg4hDrypqKsmiEreelDUxBhpT%2BVLqwIYQMHFcQ6lFzM%2F7PPUGyqYJ8Mh96B9xDP5WI%2BktVNUa1r%2FzQC6KtVg%3D&DBCODE=CJFD&FileName=KXTB200209003&TABLEName=cjfd2002&nonce=82914259E29348169BA2554D80D224E2&TIMESTAMP=1706847579275&uid=,kns.cnki.net,,,,yes
Sheet1,73,全文阅读--XML全文阅读--中国知网 (cnki.net),https://kns.cnki.net/KXReader/Detail?invoice=HOdonuYlt2Eo40ZoLG6%2BqkiLXcWK3juTeqHXxFQCx%2BybemIBKOw7BURWCEFzOHm8Tu2dkqvh%2BjVU2Nf0AV5uqcYFLJ%2FuOWGcNFdKVIRwG7Zavzu%2F3LyGLAy3Kx29iEfBcd4TNSbeLCkcBKdmSk5gmF0WuoTuEvfWqWn8iWEjDvo%3D&DBCODE=CJFQ&FileName=DQWX201202013&TABLEName=cjfdlast2022&nonce=EB7DC1933C2647178A4E441E6984B750&TIMESTAMP=1706847176207&uid=,kns.cnki.net,,,,yes
Sheet1,74,https://www.sciencedirect.com/science/article/pii/S0264817223003082,https://www.sciencedirect.com/science/article/pii/S0264817223003082,www.sciencedirect.com,,,S0264817223003082,yes
Sheet1,75,https://www.frontiersin.org/articles/10.3389/feart.2022.935508/full,https://www.frontiersin.org/articles/10.3389/feart.2022.935508/full,www.frontiersin.org,10.3389/feart.2022.935508/full,url_or_title,,no
Sheet1,76,https://www.sciencedirect.com/science/article/pii/S0013795221003501,https://www.sciencedirect.com/science/article/pii/S0013795221003501,www.sciencedirect.com,,,S0013795221003501,yes
Sheet1,77,https://www.sciencedirect.com/science/article/pii/S0191814121000948,https://www.sciencedirect.com/science/article/pii/S0191814121000948,www.sciencedirect.com,,,S0191814121000948,yes
Sheet1,78,重新审视每个裂缝的大小和空间模式：从岩体表面到内部的推断 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1674775524005134,www.sciencedirect.com,,,S1674775524005134,yes
Sheet1,79,花岗岩经受热-冷却处理的等效导热系数劣化 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1674775523003475?via%3Dihub,www.sciencedirect.com,,,S1674775523003475,yes
Sheet1,80,高温和热循环对花岗岩裂缝表面粗糙度的影响——3D形貌洞察 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S167477552400341X,www.sciencedirect.com,,,S167477552400341X,yes
Sheet1,81,不同破坏模式的干热岩石在反复热冲击作用下的裂缝表面损伤及流体流动特性研究 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-023-03526-6?utm_source=xmol&utm_medium=affiliate&utm_content=meta&utm_campaign=DDCN_1_GL01_metadata,link.springer.com,10.1007/s00603-023-03526-6,url_or_title,,no
Sheet1,82,循环剪切作用下岩石裂隙中非达西流的各向异性 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1674775524005547,www.sciencedirect.com,,,S1674775524005547,yes
Sheet1,83,基于一阶导数均方根的修正粗糙度指数及其与岩石节理峰值剪切强度的关系 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0013795220317956?via%3Dihub,www.sciencedirect.com,,,S0013795220317956,yes
Sheet1,84,用于岩石节理 3D 粗糙度的新粗糙度参数 |工程地质与环境通报,https://link.springer.com/article/10.1007/s10064-018-1394-3?utm_source=xmol&utm_medium=affiliate&utm_content=meta&utm_campaign=DDCN_1_GL01_metadata,link.springer.com,10.1007/s10064-018-1394-3,url_or_title,,no
Sheet1,85,基于大型天然岩石痕迹数据集的 JRC 计算统计方法和分形方法的比较评价 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-020-02348-0,link.springer.com,10.1007/s00603-020-02348-0,url_or_title,,no
Sheet1,86,使用变异函数方法对天然岩石节理粗糙度的非平稳性、非均质性、尺度效应和各向异性研究 |工程地质与环境通报,https://link.springer.com/article/10.1007/s10064-021-02321-3?fromPaywallRec=false,link.springer.com,10.1007/s10064-021-02321-3,url_or_title,,no
Sheet1,87,使用粗糙度参数确定关节粗糙度系数 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-013-0535-z,link.springer.com,10.1007/s00603-013-0535-z,url_or_title,,no
Sheet1,88,基于模糊综合评价的天然岩石节理剪切相关粗糙度分类与强度模型 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160920309163?via=ihub,www.sciencedirect.com,,,S1365160920309163,yes
Sheet1,89,岩石裂缝表面节理粗糙度系数与分形维数的关系 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160915000143?via%3Dihub,www.sciencedirect.com,,,S1365160915000143,yes
Sheet1,90,裂缝表面粗糙度在裂隙岩石中宏观流体流动和传热中的作用 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160916300879?via%3Dihub,www.sciencedirect.com,,,S1365160916300879,yes
Sheet1,91,新的二维不连续性粗糙度参数及其与JRC的相关性 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160910001036?via%3Dihub,www.sciencedirect.com,,,S1365160910001036,yes
Sheet1,92,接头粗糙度系数 （JRC） 的研究进展及其工程应用 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1674775523000550?via%3Dihub,www.sciencedirect.com,,,S1674775523000550,yes
Sheet1,93,三维激光扫描揭示的节理粗糙度系数的几何异质性 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S001379521930314X,www.sciencedirect.com,,,S001379521930314X,yes
Sheet1,94,估算岩石断裂表面粗糙度系数的不确定性 |工程地质与环境通报,https://link.springer.com/article/10.1007/s10064-016-0994-z?fromPaywallRec=false,link.springer.com,10.1007/s10064-016-0994-z,url_or_title,,no
Sheet1,95,岩石裂缝的三维节理粗糙度系数值的估算 |工程地质与环境通报,https://link.springer.com/article/10.1007/s10064-017-1150-0,link.springer.com,10.1007/s10064-017-1150-0,url_or_title,,no
Sheet1,96,一种估算岩体中不连续面的 2D 节理粗糙度系数的新方法 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160914002500?via%3Dihub,www.sciencedirect.com,,,S1365160914002500,yes
Sheet1,97,循环加热和空气冷却处理下花岗岩裂缝的剪切性能变化 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1674775524001161?via%3Dihub,www.sciencedirect.com,,,S1674775524001161,yes
Sheet1,98,基于大型天然岩石痕迹数据集的 JRC 计算统计方法和分形方法的比较评价 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-020-02348-0,link.springer.com,10.1007/s00603-020-02348-0,url_or_title,,no
Sheet1,99,基于分形理论的采矿诱导裂缝网络重建和各向异性采矿增强渗透率评估 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1674775524003950,www.sciencedirect.com,,,S1674775524003950,yes
Sheet1,100,储层岩石在热-机械耦合条件下的热特性及其对地热系统性能的影响 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-025-04587-5,link.springer.com,10.1007/s00603-025-04587-5,url_or_title,,no
Sheet1,101,基于 100 次剪切试验和 PSO-RBF 神经网络的表面形貌评估方法 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-025-04566-w,link.springer.com,10.1007/s00603-025-04566-w,url_or_title,,no
Sheet1,102,液氮冷却冲击作用下高温花岗闪长岩的损伤机理及渗透率演化 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-025-04520-w,link.springer.com,10.1007/s00603-025-04520-w,url_or_title,,no
Sheet1,103,考虑采样方法和几何特性，重新审视尺度对节理粗糙度系数和剪切强度的影响 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1674775524004104,www.sciencedirect.com,,,S1674775524004104,yes
Sheet1,104,单轴压缩作用下花岗岩的温度依赖性声发射特性及统计本构模型 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1674775524003664,www.sciencedirect.com,,,S1674775524003664,yes
Sheet1,105,基于遗传算法优化的反向传播神经网络，用于岩石节理粗糙度评估 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1674775524005602,www.sciencedirect.com,,,S1674775524005602,yes
Sheet1,106,通过将扫描圆技术应用于钻孔电视机的图像来表征花岗岩的节理粗糙度 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-011-0134-9,link.springer.com,10.1007/s00603-011-0134-9,url_or_title,,no
Sheet1,107,使用新型集成直径型芯变形和超声分析确定 3D 应力状态 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-025-04427-6,link.springer.com,10.1007/s00603-025-04427-6,url_or_title,,no
Sheet1,108,使用直径岩芯变形测定采矿引起的应力 |国际煤炭科学与技术杂志,https://link.springer.com/article/10.1007/s40789-022-00549-2,link.springer.com,10.1007/s40789-022-00549-2,url_or_title,,no
Sheet1,109,利用岩心直径变形估算采矿工作面应力的方法 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160922002660,www.sciencedirect.com,,,S1365160922002660,yes
Sheet1,110,基于直径岩心变形技术的采矿前沿稳定性评价实用方法,https://www.mdpi.com/2075-163X/14/4/385,www.mdpi.com,,,,yes
Sheet1,111,用于采矿诱导应力估计的直径型芯变形技术验证：案例研究 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-024-03866-x,link.springer.com,10.1007/s00603-024-03866-x,url_or_title,,no
Sheet1,112,用于原位应力估计的直径型芯变形分析 （DCDA） 和裂缝表面形态的评估 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-025-04512-w?fromPaywallRec=false,link.springer.com,10.1007/s00603-025-04512-w,url_or_title,,no
Sheet1,113,用于估计原位应力的岩心盘随机分析 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-009-0051-3,link.springer.com,10.1007/s00603-009-0051-3,url_or_title,,no
Sheet1,114,Lac du Bonnet 花岗岩的岩心盘及其与应力大小的关系 - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1365160909001749?via%3Dihub,www.sciencedirect.com,,,S1365160909001749,yes
Sheet1,115,通过实验室测试对钻孔引起的岩芯损伤进行定量研究 |Acta Geotechnica,https://link.springer.com/article/10.1007/s11440-023-01917-1?fromPaywallRec=false,link.springer.com,10.1007/s11440-023-01917-1,url_or_title,,no
Sheet1,116,"松科2号井在4,500 m以下深度提取的岩心的盘片行为及机理 - ScienceDirect",https://www.sciencedirect.com/science/article/pii/S1365160921003580?via%3Dihub,www.sciencedirect.com,,,S1365160921003580,yes
Sheet1,117,岩芯钻探引起的岩心直径变形和断裂的数值模拟 |阿拉伯地球科学杂志,https://link.springer.com/article/10.1007/s12517-021-09378-0?fromPaywallRec=false,link.springer.com,10.1007/s12517-021-09378-0,url_or_title,,no
Sheet1,118,瑞士巴塞尔地热钻孔 4.9 km 深岩芯的直径岩芯变形评估和圆盘分析及其原位应力估计和应用 |岩石力学和岩石工程,https://link.springer.com/article/10.1007/s00603-021-02631-8?fromPaywallRec=false,link.springer.com,10.1007/s00603-021-02631-8,url_or_title,,no
