itemID,key,type,title,DOI,url,date,publicationTitle
85,2X4INWYA,journalArticle,Experimental study of fracture evolution in enhanced geothermal systems based on fractal theory,10.1016/j.geothermics.2022.102406,https://www.sciencedirect.com/science/article/pii/S037565052200058X,2022-06-01 2022-06-01,Geothermics
87,SMTJYMVN,journalArticle,Coupled Hydro-Mechanical Analysis of Gas Production in Fractured Shale Reservoir by Random Fracture Network Modeling,10.1142/S1758825119500315,https://www.worldscientific.com/doi/abs/10.1142/S1758825119500315,2019-04-00 2019-04,International Journal of Applied Mechanics
90,2JU8ALNQ,journalArticle,Experiment investigation of granite damage under the high-temperature and high-pressure supercritical water condition,10.1016/j.petrol.2019.05.031,https://www.sciencedirect.com/science/article/pii/S0920410519304851,2019-09-01 2019-09-01,Journal of Petroleum Science and Engineering
92,BDNAQ4ZW,journalArticle,Particle blockage mechanism of a weakly consolidated sandstone geothermal reservoir during tailwater recharge,10.1016/j.jhydrol.2023.129981,https://www.sciencedirect.com/science/article/pii/S002216942300923X,2023-09-01 2023-09-01,Journal of Hydrology
93,Y4IC6HB6,journalArticle,Mechanical properties of Qinling biotite granite after high temperature treatment,10.1016/j.ijrmms.2014.07.008,https://www.sciencedirect.com/science/article/pii/S1365160914001804,2014-10-01 2014-10-01,International Journal of Rock Mechanics and Mining Sciences
97,2DFPIQYC,journalArticle,Investigating the effect of water quenching cycles on mechanical behaviors for granites after conventional triaxial compression,10.1007/s40948-022-00388-0,https://doi.org/10.1007/s40948-022-00388-0,2022-03-29 2022-03-29,Geomechanics and Geophysics for Geo-Energy and Geo-Resources
99,PE8QRL49,journalArticle,Study on mechanical characteristics and damage model of layered sandstone after high temperature action,10.1016/j.cscm.2023.e02601,https://www.sciencedirect.com/science/article/pii/S2214509523007817,2023-12-01 2023-12-01,Case Studies in Construction Materials
108,YFPB9NQS,journalArticle,The effect of rapid cooling on the thermal diffusivity of granite,10.1016/j.jappgeo.2019.06.002,https://www.sciencedirect.com/science/article/pii/S0926985118307869,2019-09-01 2019-09-01,Journal of Applied Geophysics
113,5TTRJ2AZ,journalArticle,Thermal properties of sandstone after treatment at high temperature,10.1016/j.ijrmms.2016.03.006,https://www.sciencedirect.com/science/article/pii/S1365160916300338,2016-05-01 2016-05-01,International Journal of Rock Mechanics and Mining Sciences
126,XF3MCWYP,journalArticle,Influence of cooling medium on granite thermal shock fracture,10.13722/j.cnki.jrme.2022.0849,https://kns.cnki.net/kcms2/article/abstract?v=9w9hjx65dQSuDSZzyduFU6PigUe9NMowfdV_1ws-P7eaSqSIDByxf3qlIxRVuDbV7mja2Y1x9-Jdj8KPrZgU1no-kopgVP400RF2KbM45sBS1PxrzaOdosXoBKjjqm8HktUmatEAXvIjtDCqgKXoDfY70sxzgVau&uniplatform=NZKPT&language=CHS,2023-00-00 2023,Chinese Journal of Rock Mechanics and Engineering
135,WQWCB9K5,journalArticle,Impacts of different cooling methods on the dynamic tensile properties of thermal-treated granite,10.1016/j.ijrmms.2023.105438,https://www.sciencedirect.com/science/article/pii/S1365160923001120,2023-09-01 2023-09-01,International Journal of Rock Mechanics and Mining Sciences
139,9LV7KV9Y,journalArticle,Analysis and prediction of thermal shock in brittle materials,10.1016/S1359-6454(00)00011-2,https://www.sciencedirect.com/science/article/pii/S1359645400000112,2000-05-11 2000-05-11,Acta Materialia
143,HFHWHQBF,journalArticle,Experimental investigation of seepage and heat transfer in rough fractures for enhanced geothermal systems,10.1016/j.renene.2018.12.063,https://www.sciencedirect.com/science/article/pii/S0960148118315076,2019-05-01 2019-05-01,Renewable Energy
144,KW49QGDS,journalArticle,Heat transfer by water flowing through rough fractures and distribution of local heat transfer coefficient along the flow direction,10.1016/j.ijheatmasstransfer.2017.11.102,https://www.sciencedirect.com/science/article/pii/S0017931017332040,2018-04-01 2018-04-01,International Journal of Heat and Mass Transfer
145,A7WS74YF,journalArticle,Experimental study of the heat transfer by water in rough fractures and the effect of fracture surface roughness on the heat transfer characteristics,10.1016/j.geothermics.2019.05.009,https://www.sciencedirect.com/science/article/pii/S037565051730158X,2019-09-01 2019-09-01,Geothermics
148,IRJEJ7VB,journalArticle,Experimental study of convective heat transfer of carbon dioxide at supercritical pressures in a horizontal rock fracture and its application to enhanced geothermal systems,10.1016/j.applthermaleng.2017.01.078,https://www.sciencedirect.com/science/article/pii/S1359431117304775,2017-05-05 2017-05-05,Applied Thermal Engineering
150,WPPY4N2Y,journalArticle,Experimental and analytical study of the overall heat transfer coefficient of water flowing through a single fracture in a granite core,10.1016/j.applthermaleng.2017.01.020,https://www.sciencedirect.com/science/article/pii/S135943111730128X,2017-04-01 2017-04-01,Applied Thermal Engineering
152,ARB4ZWUD,journalArticle,Experimental research on the heat transfer characteristics of fluid flowing through rock with intersecting fractures,10.1016/j.geothermics.2022.102587,https://www.sciencedirect.com/science/article/pii/S0375650522002322,2023-01-01 2023-01-01,Geothermics
153,BQZLSVJ7,journalArticle,Transient heat transfer processes in a single rock fracture at high flow rates,10.1016/j.geothermics.2020.101989,https://www.sciencedirect.com/science/article/pii/S0375650520302819,2021-01-01 2021-01-01,Geothermics
156,8UHRU66D,journalArticle,Fluid friction and heat transfer through a single rough fracture in granitic rock under confining pressure,10.1016/j.icheatmasstransfer.2016.03.027,https://www.sciencedirect.com/science/article/pii/S0735193316300987,2016-07-01 2016-07-01,International Communications in Heat and Mass Transfer
157,37ZDSI7B,journalArticle,Effects of surface roughness on the heat transfer characteristics of water flow through a single granite fracture,10.1016/j.compgeo.2016.09.002,https://www.sciencedirect.com/science/article/pii/S0266352X16302105,2016-12-01 2016-12-01,Computers and Geotechnics
160,CLX2RFMT,journalArticle,A thermo-hydro-mechanical model of a hot dry rock geothermal reservoir,10.1016/j.renene.2021.05.070,https://www.sciencedirect.com/science/article/pii/S0960148121007461,2021-10-01 2021-10-01,Renewable Energy
162,2L6MLJ9C,journalArticle,Thermal–hydrologic–mechanical–chemical processes in the evolution of engineered geothermal reservoirs,10.1016/j.ijrmms.2009.01.007,https://www.sciencedirect.com/science/article/pii/S1365160909000227,2009-07-01 2009-07-01,International Journal of Rock Mechanics and Mining Sciences
163,XS59785I,journalArticle,Review of oil shale in-situ conversion technology,10.1016/j.apenergy.2020.115121,https://www.sciencedirect.com/science/article/pii/S0306261920306334,2020-07-01 2020-07-01,Applied Energy
167,R2F756ST,journalArticle,Coupled Numerical Simulation of Thermal-Reactive Flow and Geomechanics with Solid Mass Conversion,10.2118/193908-PA,https://doi.org/10.2118/193908-PA,2020-02-17 2020-02-17,SPE Journal
169,UXA8TBPV,journalArticle,Upscaling techniques for fully coupled THM simulation and application to hydrate gas production tests,10.1016/j.compgeo.2020.103596,https://www.sciencedirect.com/science/article/pii/S0266352X20301592,2020-08-01 2020-08-01,Computers and Geotechnics
170,VGQMQN2M,journalArticle,A coupled thermo-hydrologic-mechanical (THM) model to study the impact of hydrate phase transition on reservoir damage,10.1016/j.energy.2020.119222,https://www.sciencedirect.com/science/article/pii/S036054422032329X,2021-02-01 2021-02-01,Energy
173,W54MH5D6,book,传热学,,https://pan.quark.cn/s/18bb62efdfc6#/share/docpdf/82804a6a55594b77b65e500fbb316927,,
175,Q4MXE5GE,journalArticle,The rock breaking mechanism of a combined high-voltage electric impulse-PDC bit drilling technology,10.1016/j.geothermics.2023.102723,https://www.sciencedirect.com/science/article/pii/S0375650523000779,2023-06-01 2023-06-01,Geothermics
178,SKQ3QHX8,journalArticle,"Cost analysis of oil, gas, and geothermal well drilling",10.1016/j.petrol.2014.03.012,https://www.sciencedirect.com/science/article/pii/S0920410514000813,2014-06-01 2014-06-01,Journal of Petroleum Science and Engineering
180,BAX5Q9VL,journalArticle,Trend and progress in global oil and gas exploration,10.1016/S1876-3804(13)60055-5,https://www.sciencedirect.com/science/article/pii/S1876380413600555,2013-08-01 2013-08-01,Petroleum Exploration and Development
181,8GN3GD8X,journalArticle,Integrated technological and economic feasibility comparisons of enhanced geothermal systems associated with carbon storage,10.1016/j.apenergy.2024.122757,https://www.sciencedirect.com/science/article/pii/S0306261924001405,2024-04-01 2024-04-01,Applied Energy
182,WQEQDANW,journalArticle,Estimating cost and time of wellbore drilling for Engineered Geothermal Systems (EGS) – Considering uncertainties,10.1016/j.geothermics.2014.04.005,https://www.sciencedirect.com/science/article/pii/S0375650514000522,2015-01-01 2015-01-01,Geothermics
195,GZB27FNW,journalArticle,Experimental investigation of drillstring torsional vibration effect on rate of penetration with PDC bits in hard rock,10.1016/j.geothermics.2022.102410,https://www.sciencedirect.com/science/article/pii/S0375650522000621,2022-07-01 2022-07-01,Geothermics
197,TA7ZEL4W,journalArticle,Analysis on the mechanical properties of granite rock near the wellbore after percussive drilling and AWJ perforation,10.1016/j.petrol.2019.106489,https://www.sciencedirect.com/science/article/pii/S0920410519309106,2020-01-01 2020-01-01,Journal of Petroleum Science and Engineering
201,REFQGQYQ,journalArticle,Mechanism of drilling rate improvement using high-pressure liquid nitrogen jet,10.1016/S1876-3804(19)60239-9,https://www.sciencedirect.com/science/article/pii/S1876380419602399,2019-08-01 2019-08-01,Petroleum Exploration and Development
203,EP44WRI7,journalArticle,A combined thermo-mechanical drilling technology for deep geothermal and hard rock reservoirs,10.1016/j.geothermics.2019.101771,https://www.sciencedirect.com/science/article/pii/S0375650519303293,2020-05-01 2020-05-01,Geothermics
211,9GUHNVDG,journalArticle,Experimental research on laser thermal rock breaking and optimization of the process parameters,10.1016/j.ijrmms.2022.105251,https://www.sciencedirect.com/science/article/pii/S1365160922002179,2022-12-01 2022-12-01,International Journal of Rock Mechanics and Mining Sciences
213,Z4MUFZ6R,journalArticle,The influence of laser irradiation parameters on thermal breaking characteristics of shale,10.1016/j.petrol.2022.110397,https://www.sciencedirect.com/science/article/pii/S0920410522002832,2022-06-01 2022-06-01,Journal of Petroleum Science and Engineering
216,2WS46GQI,journalArticle,Simulation and experimental research of laser scanning breaking granite,10.1016/j.optcom.2021.127403,https://www.sciencedirect.com/science/article/pii/S0030401821006520,2022-01-01 2022-01-01,Optics Communications
222,ESFZZB7Q,journalArticle,Downhole geothermal power generation in oil and gas wells,10.1016/j.geothermics.2018.07.005,https://www.sciencedirect.com/science/article/pii/S0375650517303516,2018-11-01 2018-11-01,Geothermics
224,JAKD7IM9,journalArticle,A comprehensive review of geothermal energy extraction and utilization in oilfields,10.1016/j.petrol.2018.05.012,https://www.sciencedirect.com/science/article/pii/S0920410518304042,2018-09-01 2018-09-01,Journal of Petroleum Science and Engineering
227,QLRSPY37,conferencePaper,Wellbore Stability: The Effect of Strength Criteria on Mud Weight Recommendations,10.2118/20405-MS,https://dx.doi.org/10.2118/20405-MS,1990-09-23 1990/09/23,
228,9APGNR3H,webpage,Wellbore-Stability Predictions by Use of a Modified Lade Criterion | SPE Drilling & Completion | OnePetro,,https://onepetro.org/DC/article-abstract/14/02/85/108927/Wellbore-Stability-Predictions-by-Use-of-a?redirectedFrom=fulltext,,
229,GZHEW4AG,conferencePaper,Wellbore Stability Analysis Guidelines For Practical Well Design,10.2118/36972-MS,https://dx.doi.org/10.2118/36972-MS,1996-10-28 1996/10/28,
232,56LB9W8M,journalArticle,Relation between the Mogi and the Coulomb failure criteria,10.1016/j.ijrmms.2004.11.004,https://www.sciencedirect.com/science/article/pii/S1365160904003156,2005-04-01 2005-04-01,International Journal of Rock Mechanics and Mining Sciences
235,IWKMJ8SQ,journalArticle,Stability analysis of vertical boreholes using the Mogi–Coulomb failure criterion,10.1016/j.ijrmms.2006.04.001,https://www.sciencedirect.com/science/article/pii/S1365160906000669,2006-12-01 2006-12-01,International Journal of Rock Mechanics and Mining Sciences
240,7ZCLFK3K,conferencePaper,Modeling Transient Thermo-Poroelastic Effects on 3D Wellbore Stability,10.2118/103159-MS,https://dx.doi.org/10.2118/103159-MS,2006-09-24 2006/09/24,
242,C2RFJ8JX,journalArticle,Fully coupled 3D anisotropic conductive-convective porothermoelasticity modeling for inclined boreholes,10.1016/j.geothermics.2016.01.010,https://www.sciencedirect.com/science/article/pii/S0375650516000122,2016-05-01 2016-05-01,Geothermics
243,VEMW9Q3E,conferencePaper,Wellbore Stability Analyses for HPHT Wells Using a Fully Coupled Thermo-Poroelastic Model,10.2118/144978-MS,https://dx.doi.org/10.2118/144978-MS,2011-09-20 2011/09/20,
244,NER5YE7Q,journalArticle,A semi-analytic solution of a wellbore in a non-isothermal low-permeability porous medium under non-hydrostatic stresses,10.1016/j.ijsolstr.2012.02.035,https://www.sciencedirect.com/science/article/pii/S0020768312001126,2012-06-15 2012-06-15,International Journal of Solids and Structures
246,8J2K9GBC,journalArticle,Porothermoelastic effect on wellbore stability in transversely isotropic medium subjected to local thermal non-equilibrium,10.1016/j.ijrmms.2016.12.007,https://www.sciencedirect.com/science/article/pii/S1365160916305512,2017-07-01 2017-07-01,International Journal of Rock Mechanics and Mining Sciences
247,MZ2C6D9J,journalArticle,Wellbore stability analysis and breakout pressure prediction in vertical and deviated boreholes using failure criteria – A case study,10.1016/j.petrol.2016.06.024,https://www.sciencedirect.com/science/article/pii/S0920410516302443,2016-09-01 2016-09-01,Journal of Petroleum Science and Engineering
248,ITZQR2DW,journalArticle,Thermal coupling may control mechanical stability of geothermal reservoirs during cold water injection,10.1016/j.pce.2013.01.001,https://www.sciencedirect.com/science/article/pii/S1474706513000028,2013-01-01 2013-01-01,"Physics and Chemistry of the Earth, Parts A/B/C"
254,2F5TNF2C,conferencePaper,Large Scale Testing & Modelling for Cement Zonal Isolation of Water Injection Wells,10.2118/181428-MS,https://dx.doi.org/10.2118/181428-MS,2016-09-26 2016/09/26,
256,DX8LIHKS,journalArticle,高温岩体地热钻井施工关键技术研究,,https://kns.cnki.net/kcms2/article/abstract?v=9w9hjx65dQSDGDlA1lg16Daaqh_BbwFfwHf6L7PLO_UdA4MyW9WVez4a2OeEM7ET5qAjWgUUtjq_PTvPFoqNPZvsWdD1LNix7hp6EAyQIGhvEM_YRzltUeDpbC7CATjnrZl-Rq6ynW99wPjVwVfQ-thH8XmGnJ_S&uniplatform=NZKPT&language=CHS,2011-00-00 2011,岩石力学与工程学报
264,9MBN29UJ,webpage,高温岩体地热开发导论,,https://book.sciencereading.cn/shop/book/Booksimple/show.do?id=B31203EE43BF64E5F96312DAEAFDDEA9E000,,
267,6X5PHBDI,journalArticle,Investigation on fracture creation in hot dry rock geothermal formations of China during hydraulic fracturing,10.1016/j.renene.2020.01.128,https://www.sciencedirect.com/science/article/pii/S0960148120301506,2020-06-01 2020-06-01,Renewable Energy
273,ST8E2WUY,journalArticle,How close to failure is a granite rock mass at a 5   km depth?,10.1016/j.ijrmms.2006.04.008,https://www.sciencedirect.com/science/article/pii/S1365160906000736,2007-01-01 2007-01-01,International Journal of Rock Mechanics and Mining Sciences
280,DZNXD4TR,journalArticle,Evaluation of flow paths during stimulation in an EGS reservoir using microseismic information,10.1016/j.geothermics.2020.101843,https://www.sciencedirect.com/science/article/pii/S0375650519303128,2020-09-01 2020-09-01,Geothermics
284,CBQ7J3YM,journalArticle,Seismic Geomorphology and Connectivity of Deepwater Reservoirs,10.2118/99852-PA,https://doi.org/10.2118/99852-PA,2008-08-19 2008-08-19,SPE Reservoir Evaluation & Engineering
285,F6XK7499,webpage,A DNA Tracer System for Hydrological Environment Investigations | Environmental Science & Technology,,https://pubs.acs.org/doi/10.1021/acs.est.7b02928,,
320,VVIQH6LM,journalArticle,"A review of radioactive isotopes and other residence time tracers in understanding groundwater recharge: Possibilities, challenges, and limitations",10.1016/j.jhydrol.2017.10.053,https://www.sciencedirect.com/science/article/pii/S0022169417307291,2017-12-01 2017-12-01,Journal of Hydrology
325,GX4328XW,journalArticle,"The performance and characteristics of the experimental hot dry rock geothermal reservoir at Rosemanowes, Cornwall (1985–1988)",10.1016/0375-6505(94)90032-9,https://www.sciencedirect.com/science/article/pii/0375650594900329,1994-04-01 1994-04-01,Geothermics
328,VMSD9DBM,journalArticle,Multistage interwell chemical tracing for step-by-step profile control of water channeling and flooding of fractured ultra-low permeability reservoirs,10.1016/S1876-3804(16)30079-9,https://www.sciencedirect.com/science/article/pii/S1876380416300799,2016-08-01 2016-08-01,Petroleum Exploration and Development
330,9UEVBTRC,journalArticle,Novel high-hydrophilic carbon dots from petroleum coke for boosting injection pressure reduction and enhancing oil recovery,10.1016/j.carbon.2021.08.018,https://www.sciencedirect.com/science/article/pii/S0008622321008101,2021-10-30 2021-10-30,Carbon
337,424JS6PT,journalArticle,Use of tracers and temperature to estimate fracture surface area for EGS reservoirs,10.1016/j.geothermics.2016.12.006,https://www.sciencedirect.com/science/article/pii/S0375650516301456,2017-05-01 2017-05-01,Geothermics
341,T4PXSKVQ,journalArticle,A comprehensive review of tracer tests in enhanced geothermal systems,10.1016/j.rser.2023.113393,https://www.sciencedirect.com/science/article/pii/S1364032123002502,2023-08-01 2023-08-01,Renewable and Sustainable Energy Reviews
343,MMZ3GPSX,thesis,热冲击作用下岩石宏细观破裂规律及其在地热开采中的应用,10.27352/d.cnki.gylgu.2022.000729,https://kns.cnki.net/kcms2/article/abstract?v=9w9hjx65dQS4-E-HzW4k5J3YsWUU_oDsCW_IDap2VLce4MB2z4w56Qbp6PRLaMP8oH8CwCpU0rmDv587rG2562O_VINTAD7H0RIWXyav2MWMXpepGZUgE-c0s8kLayB91SvaS0pVxhg9QNvKlATOpA==&uniplatform=NZKPT&language=CHS,2023-00-00 2023,
347,CKMDTN7E,journalArticle,Simulation of ground stress field and fracture anticipation with effect of pore pressure,10.1016/j.tafmec.2011.09.004,https://www.sciencedirect.com/science/article/pii/S0167844211000474,2011-08-01 2011-08-01,Theoretical and Applied Fracture Mechanics
353,UWIVU48B,journalArticle,The state of stress in the upper part of the earth's crust,10.1016/0040-1951(69)90097-3,https://www.sciencedirect.com/science/article/pii/0040195169900973,1969-09-01 1969-09-01,Tectonophysics
354,PA3SINUP,journalArticle,Initiation of hydraulically or drilling-induced tensile wall-fractures from arbitrarily inclined boreholes: Implications for constraints in the magnitudes of in-situ stresses,10.1016/j.petrol.2020.107759,https://www.sciencedirect.com/science/article/pii/S0920410520308226,2020-12-01 2020-12-01,Journal of Petroleum Science and Engineering
361,PADTKMWN,journalArticle,ISRM Suggested Methods for rock stress estimation—Part 3: hydraulic fracturing (HF) and/or hydraulic testing of pre-existing fractures (HTPF),10.1016/j.ijrmms.2003.08.002,https://www.sciencedirect.com/science/article/pii/S1365160903001254,2003-10-01 2003-10-01,International Journal of Rock Mechanics and Mining Sciences
362,LM8TYWT4,journalArticle,Experimental and numerical study of measuring in-situ stress in horizontal borehole by hydraulic fracturing method,10.1016/j.tust.2023.105363,https://www.sciencedirect.com/science/article/pii/S0886779823003838,2023-11-01 2023-11-01,Tunnelling and Underground Space Technology
365,FPHX5L34,journalArticle,SUBAUDIBLE NOISE DURING COMPRESSION OF ROCKS,10.1130/0016-7606(1963)74[487:SNDCOR]2.0.CO;2,https://doi.org/10.1130/0016-7606(1963)74[487:SNDCOR]2.0.CO;2,1963-04-01 1963-04-01,GSA Bulletin
368,NU32VEDL,journalArticle,"In-situ stresses, abnormal pore pressures and their impacts on the Triassic Xujiahe reservoirs in tectonically active western Sichuan basin",10.1016/j.marpetgeo.2020.104708,https://www.sciencedirect.com/science/article/pii/S0264817220304918,2020-12-01 2020-12-01,Marine and Petroleum Geology
369,938Q3J93,conferencePaper,Techniques for Determining Subsurface Stress Direction and Assessing Hydraulic Fracture Azimuth,10.2118/29192-MS,https://dx.doi.org/10.2118/29192-MS,1994-11-08 1994/11/08,
377,8CELS8DL,journalArticle,Accounting for subsurface uncertainty in enhanced geothermal systems to make more robust techno-economic decisions,10.1016/j.apenergy.2019.113666,https://www.sciencedirect.com/science/article/pii/S0306261919313534,2019-11-15 2019-11-15,Applied Energy
379,AAWCYUDD,journalArticle,"Performance evaluation of enhanced geothermal system (EGS): Surrogate models, sensitivity study and ranking key parameters",10.1016/j.renene.2018.01.098,https://www.sciencedirect.com/science/article/pii/S0960148118301083,2018-07-01 2018-07-01,Renewable Energy
381,NF39668U,journalArticle,Numerical simulation of the heat extraction in EGS with thermal-hydraulic-mechanical coupling method based on discrete fractures model,10.1016/j.energy.2016.10.046,https://www.sciencedirect.com/science/article/pii/S0360544216314803,2017-02-01 2017-02-01,Energy
384,TQXKDI7N,journalArticle,Numerical study on variable thermophysical properties of heat transfer fluid affecting EGS heat extraction,10.1016/j.ijheatmasstransfer.2015.09.081,https://www.sciencedirect.com/science/article/pii/S0017931015009990,2016-01-01 2016-01-01,International Journal of Heat and Mass Transfer
385,363DX77W,journalArticle,Enhanced geothermal systems (EGS): A review,10.1016/j.rser.2015.11.031,https://www.sciencedirect.com/science/article/pii/S1364032115012964,2016-04-01 2016-04-01,Renewable and Sustainable Energy Reviews
389,CFRAG6YL,journalArticle,Designing multi-well layout for enhanced geothermal system to better exploit hot dry rock geothermal energy,10.1016/j.renene.2014.07.056,https://www.sciencedirect.com/science/article/pii/S0960148114004546,2015-02-01 2015-02-01,Renewable Energy
391,G6JDGRF2,journalArticle,The potential of the use of dense fluids for initiating hydraulic stimulation,10.1016/j.geothermics.2006.11.003,https://www.sciencedirect.com/science/article/pii/S0375650506000757,2006-10-01 2006-10-01,Geothermics
393,CHKU82K3,journalArticle,Causes of a premature thermal breakthrough of a hydrothermal project in Germany,10.1016/j.geothermics.2022.102523,https://www.sciencedirect.com/science/article/pii/S0375650522001699,2022-11-01 2022-11-01,Geothermics
398,H5G46PJK,webpage,Fracture Activation and Induced Seismicity During Long-Term Heat Production in Fractured Geothermal Reservoirs | Rock Mechanics and Rock Engineering,,https://link.springer.com/article/10.1007/s00603-022-02882-z?utm_source=xmol&utm_medium=affiliate&utm_content=meta&utm_campaign=DDCN_1_GL01_metadata,,
403,XWUKA545,webpage,Effect of Hydrothermal Fluid Backfill on the Mechanical Behavior of Deep Granite Under High-Temperature and High-Pressure Conditions-All Databases,,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000960778700002,,
407,KGFK8Q7Y,journalArticle,Experimental research on the permeability of fractured-subsequently-filled granite under high temperature-high pressure and the application to HDR geothermal mining,10.1016/j.renene.2020.02.009,https://www.sciencedirect.com/science/article/pii/S0960148120301890,2020-06-01 2020-06-01,Renewable Energy
409,SE9MNTWN,journalArticle,Experimental research on the rupture characteristics of fractures subsequently filled by magma and hydrothermal fluid in hot dry rock,10.1016/j.renene.2019.02.074,https://www.sciencedirect.com/science/article/pii/S0960148119302289,2019-08-01 2019-08-01,Renewable Energy
410,7F5K6HGV,webpage,Real-time permeability evolution of thermally cracked granite at triaxial stresses-All Databases,,https://webofscience.clarivate.cn/wos/alldb/full-record/WOS:000428227000019,,
413,5H4S3PLF,journalArticle,Real-time permeability evolution of thermally cracked granite at triaxial stresses,10.1016/j.applthermaleng.2018.01.037,https://www.sciencedirect.com/science/article/pii/S1359431117312243,2018-03-25 2018-03-25,Applied Thermal Engineering
415,EWT9LURP,journalArticle,"Experimental investigation on thermal cracking, permeability under HTHP and application for geothermal mining of HDR",10.1016/j.energy.2017.05.093,https://www.sciencedirect.com/science/article/pii/S0360544217308502,2017-08-01 2017-08-01,Energy
